train_id,source_code,destination_code,avg_price,avg_distance
11464,KY,MGN,1675.0,604.0
11464,KY,DHD,1710.0,637.0
11464,KY,GDA,1710.0,712.0
11464,KY,DRL,1725.0,735.0
11464,KY,CYI,1790.0,778.0
11464,KY,ANND,1890.0,810.0
11464,KY,ND,1945.0,828.0
11464,KY,MHD,1970.0,846.0
11464,KY,MAN,1995.0,870.0
11464,KY,ADI,2025.0,874.0
11464,KY,CLDY,2050.0,885.0
11464,KY,VG,2075.0,939.0
11464,KY,SUNR,2075.0,1004.0
11464,KY,THAN,2100.0,1052.0
11464,KY,WKR,2155.0,1079.0
11464,KY,RJT,2155.0,1120.0
11464,KY,BKNG,2210.0,1127.0
11464,KY,GDL,710.0,1162.0
11464,KY,VRR,710.0,1178.0
11464,KY,JLR,710.0,1197.0
11464,KY,JND,710.0,1223.0
11464,KY,KSD,710.0,1259.0
11464,KY,MLHA,710.0,1275.0
11464,KY,VRL,710.0,1305.0
11464,GAR,PPI,710.0,49.0
11464,GAR,SGP,710.0,67.0
11464,GAR,ET,710.0,117.0
11464,GAR,NDPM,710.0,134.0
11464,GAR,RKMP,795.0,209.0
11464,GAR,BPL,830.0,215.0
11464,GAR,SHRN,845.0,225.0
11464,GAR,SEH,880.0,254.0
11464,GAR,PRB,950.0,268.0
11464,GAR,KPP,1050.0,283.0
11464,GAR,SJP,1070.0,295.0
11464,GAR,AKD,1120.0,308.0
11464,GAR,KSH,1290.0,327.0
11464,GAR,BCH,1335.0,338.0
11464,GAR,MKC,1455.0,358.0
11464,GAR,UJN,1485.0,398.0
11464,GAR,NAD,1545.0,453.0
11464,GAR,KUH,1600.0,467.0
11464,GAR,RTM,1610.0,495.0
11464,GAR,MGN,1635.0,575.0
11464,GAR,DHD,1675.0,608.0
11464,GAR,GDA,1675.0,683.0
11464,GAR,DRL,1685.0,706.0
11464,GAR,CYI,1765.0,749.0
11464,GAR,ANND,1840.0,781.0
11464,GAR,ND,1890.0,799.0
11464,GAR,MHD,1915.0,817.0
11464,GAR,MAN,1970.0,841.0
11464,GAR,ADI,1970.0,845.0
11464,GAR,CLDY,2025.0,856.0
11464,GAR,VG,2025.0,910.0
11464,GAR,SUNR,2050.0,975.0
11464,GAR,THAN,2075.0,1023.0
11464,GAR,WKR,2130.0,1050.0
11464,GAR,RJT,2130.0,1091.0
11464,GAR,BKNG,2180.0,1098.0
11464,GAR,GDL,710.0,1133.0
11464,GAR,VRR,710.0,1149.0
11464,GAR,JLR,710.0,1168.0
11464,GAR,JND,710.0,1194.0
11464,GAR,KSD,710.0,1230.0
11464,GAR,MLHA,710.0,1246.0
11464,GAR,VRL,710.0,1276.0
11464,PPI,SGP,710.0,18.0
11464,PPI,ET,710.0,68.0
11464,PPI,NDPM,710.0,85.0
11464,PPI,RKMP,710.0,160.0
11464,PPI,BPL,710.0,166.0
11464,PPI,SHRN,710.0,176.0
11464,PPI,SEH,795.0,205.0
11464,PPI,PRB,865.0,219.0
11464,PPI,KPP,965.0,234.0
11464,PPI,SJP,985.0,246.0
11464,PPI,AKD,1035.0,259.0
11464,PPI,KSH,1215.0,278.0
11464,PPI,BCH,1260.0,289.0
11464,PPI,MKC,1380.0,309.0
11464,PPI,UJN,1410.0,349.0
11464,PPI,NAD,1470.0,404.0
11464,PPI,KUH,1530.0,418.0
11464,PPI,RTM,1545.0,446.0
11464,PPI,MGN,1575.0,526.0
11464,PPI,DHD,1610.0,559.0
11464,PPI,GDA,1610.0,634.0
11464,PPI,DRL,1625.0,657.0
11464,PPI,CYI,1700.0,700.0
11464,PPI,ANND,1775.0,732.0
11464,PPI,ND,1840.0,750.0
11464,PPI,MHD,1890.0,768.0
11464,PPI,MAN,1915.0,792.0
11464,PPI,ADI,1915.0,796.0
11464,PPI,CLDY,1970.0,807.0
11464,PPI,VG,1970.0,861.0
11464,PPI,SUNR,1995.0,926.0
11464,PPI,THAN,2025.0,974.0
11464,PPI,WKR,2075.0,1001.0
11464,PPI,RJT,2075.0,1042.0
11464,PPI,BKNG,2130.0,1049.0
11464,PPI,GDL,710.0,1084.0
11464,PPI,VRR,710.0,1100.0
11464,PPI,JLR,710.0,1119.0
11464,PPI,JND,710.0,1145.0
11464,PPI,KSD,710.0,1181.0
11464,PPI,MLHA,710.0,1197.0
11464,PPI,VRL,710.0,1227.0
11464,SGP,ET,710.0,50.0
11464,SGP,NDPM,710.0,67.0
11464,SGP,RKMP,710.0,142.0
11464,SGP,BPL,710.0,148.0
11464,SGP,SHRN,710.0,158.0
11464,SGP,SEH,710.0,187.0
11464,SGP,PRB,845.0,201.0
11464,SGP,KPP,935.0,216.0
11464,SGP,SJP,965.0,228.0
11464,SGP,AKD,1000.0,241.0
11464,SGP,KSH,1185.0,260.0
11464,SGP,BCH,1245.0,271.0
11464,SGP,MKC,1355.0,291.0
11464,SGP,UJN,1380.0,331.0
11464,SGP,NAD,1455.0,386.0
11464,SGP,KUH,1505.0,400.0
11464,SGP,RTM,1530.0,428.0
11464,SGP,MGN,1545.0,508.0
11464,SGP,DHD,1585.0,541.0
11464,SGP,GDA,1585.0,616.0
11464,SGP,DRL,1600.0,639.0
11464,SGP,CYI,1675.0,682.0
11464,SGP,ANND,1750.0,714.0
11464,SGP,ND,1815.0,732.0
11464,SGP,MHD,1855.0,750.0
11464,SGP,MAN,1890.0,774.0
11464,SGP,ADI,1915.0,778.0
11464,SGP,CLDY,1945.0,789.0
11464,SGP,VG,1970.0,843.0
11464,SGP,SUNR,1995.0,908.0
11464,SGP,THAN,2025.0,956.0
11464,SGP,WKR,2050.0,983.0
11464,SGP,RJT,2075.0,1024.0
11464,SGP,BKNG,2100.0,1031.0
11464,SGP,GDL,710.0,1066.0
11464,SGP,VRR,710.0,1082.0
11464,SGP,JLR,710.0,1101.0
11464,SGP,JND,710.0,1127.0
11464,SGP,KSD,710.0,1163.0
11464,SGP,MLHA,710.0,1179.0
11464,SGP,VRL,710.0,1209.0
11464,ET,NDPM,710.0,17.0
11464,ET,RKMP,710.0,92.0
11464,ET,BPL,710.0,98.0
11464,ET,SHRN,710.0,108.0
11464,ET,SEH,710.0,137.0
11464,ET,PRB,710.0,151.0
11464,ET,KPP,845.0,166.0
11464,ET,SJP,880.0,178.0
11464,ET,AKD,915.0,191.0
11464,ET,KSH,1050.0,210.0
11464,ET,BCH,1120.0,221.0
11464,ET,MKC,1280.0,241.0
11464,ET,UJN,1310.0,281.0
11464,ET,NAD,1380.0,336.0
11464,ET,KUH,1430.0,350.0
11464,ET,RTM,1455.0,378.0
11464,ET,MGN,1470.0,458.0
11464,ET,DHD,1515.0,491.0
11464,ET,GDA,1515.0,566.0
11464,ET,DRL,1530.0,589.0
11464,ET,CYI,1610.0,632.0
11464,ET,ANND,1685.0,664.0
11464,ET,ND,1750.0,682.0
11464,ET,MHD,1790.0,700.0
11464,ET,MAN,1840.0,724.0
11464,ET,ADI,1855.0,728.0
11464,ET,CLDY,1890.0,739.0
11464,ET,VG,1915.0,793.0
11464,ET,SUNR,1945.0,858.0
11464,ET,THAN,1970.0,906.0
11464,ET,WKR,1995.0,933.0
11464,ET,RJT,2025.0,974.0
11464,ET,BKNG,2050.0,981.0
11464,ET,GDL,710.0,1016.0
11464,ET,VRR,710.0,1032.0
11464,ET,JLR,710.0,1051.0
11464,ET,JND,710.0,1077.0
11464,ET,KSD,710.0,1113.0
11464,ET,MLHA,710.0,1129.0
11464,ET,VRL,505.0,1159.0
11464,NDPM,RKMP,505.0,75.0
11464,NDPM,BPL,505.0,81.0
11464,NDPM,SHRN,505.0,91.0
11464,NDPM,SEH,505.0,120.0
11464,NDPM,PRB,505.0,134.0
11464,NDPM,KPP,575.0,149.0
11464,NDPM,SJP,600.0,161.0
11464,NDPM,AKD,635.0,174.0
11464,NDPM,KSH,730.0,193.0
11464,NDPM,BCH,765.0,204.0
11464,NDPM,MKC,880.0,224.0
11464,NDPM,UJN,910.0,264.0
11464,NDPM,NAD,950.0,319.0
11464,NDPM,KUH,980.0,333.0
11464,NDPM,RTM,1000.0,361.0
11464,NDPM,MGN,1020.0,441.0
11464,NDPM,DHD,1040.0,474.0
11464,NDPM,GDA,1050.0,549.0
11464,NDPM,DRL,1060.0,572.0
11464,NDPM,CYI,1110.0,615.0
11464,NDPM,ANND,1170.0,647.0
11464,NDPM,ND,1205.0,665.0
11464,NDPM,MHD,1230.0,683.0
11464,NDPM,MAN,1265.0,707.0
11464,NDPM,ADI,1275.0,711.0
11464,NDPM,CLDY,1300.0,722.0
11464,NDPM,VG,1320.0,776.0
11464,NDPM,SUNR,1335.0,841.0
11464,NDPM,THAN,1355.0,889.0
11464,NDPM,WKR,1370.0,916.0
11464,NDPM,RJT,1385.0,957.0
11464,NDPM,BKNG,1405.0,964.0
11464,NDPM,GDL,505.0,999.0
11464,NDPM,VRR,505.0,1015.0
11464,NDPM,JLR,505.0,1034.0
11464,NDPM,JND,505.0,1060.0
11464,NDPM,KSD,505.0,1096.0
11464,NDPM,MLHA,505.0,1112.0
11464,NDPM,VRL,505.0,1142.0
11464,RKMP,BPL,505.0,6.0
11464,RKMP,SHRN,505.0,16.0
11464,RKMP,SEH,505.0,45.0
11464,RKMP,PRB,505.0,59.0
11464,RKMP,KPP,505.0,74.0
11464,RKMP,SJP,505.0,86.0
11464,RKMP,AKD,505.0,99.0
11464,RKMP,KSH,635.0,118.0
11464,RKMP,BCH,670.0,129.0
11464,RKMP,MKC,765.0,149.0
11464,RKMP,UJN,790.0,189.0
11464,RKMP,NAD,870.0,244.0
11464,RKMP,KUH,910.0,258.0
11464,RKMP,RTM,930.0,286.0
11464,RKMP,MGN,940.0,366.0
11464,RKMP,DHD,970.0,399.0
11464,RKMP,GDA,970.0,474.0
11464,RKMP,DRL,980.0,497.0
11464,RKMP,CYI,1040.0,540.0
11464,RKMP,ANND,1100.0,572.0
11464,RKMP,ND,1145.0,590.0
11464,RKMP,MHD,1170.0,608.0
11464,RKMP,MAN,1205.0,632.0
11464,RKMP,ADI,1205.0,636.0
11464,RKMP,CLDY,1240.0,647.0
11464,RKMP,VG,1255.0,701.0
11464,RKMP,SUNR,1265.0,766.0
11464,RKMP,THAN,1295.0,814.0
11464,RKMP,WKR,1320.0,841.0
11464,RKMP,RJT,1335.0,882.0
11464,RKMP,BKNG,1355.0,889.0
11464,RKMP,GDL,505.0,924.0
11464,RKMP,VRR,505.0,940.0
11464,RKMP,JLR,505.0,959.0
11464,RKMP,JND,505.0,985.0
11464,RKMP,KSD,505.0,1021.0
11464,RKMP,MLHA,505.0,1037.0
11464,RKMP,VRL,505.0,1067.0
11464,BPL,SHRN,505.0,10.0
11464,BPL,SEH,505.0,39.0
11464,BPL,PRB,505.0,53.0
11464,BPL,KPP,505.0,68.0
11464,BPL,SJP,505.0,80.0
11464,BPL,AKD,505.0,93.0
11464,BPL,KSH,635.0,112.0
11464,BPL,BCH,670.0,123.0
11464,BPL,MKC,755.0,143.0
11464,BPL,UJN,790.0,183.0
11464,BPL,NAD,870.0,238.0
11464,BPL,KUH,895.0,252.0
11464,BPL,RTM,920.0,280.0
11464,BPL,MGN,940.0,360.0
11464,BPL,DHD,960.0,393.0
11464,BPL,GDA,960.0,468.0
11464,BPL,DRL,980.0,491.0
11464,BPL,CYI,1030.0,534.0
11464,BPL,ANND,1100.0,566.0
11464,BPL,ND,1135.0,584.0
11464,BPL,MHD,1160.0,602.0
11464,BPL,MAN,1195.0,626.0
11464,BPL,ADI,1205.0,630.0
11464,BPL,CLDY,1230.0,641.0
11464,BPL,VG,1250.0,695.0
11464,BPL,SUNR,1265.0,760.0
11464,BPL,THAN,1280.0,808.0
11464,BPL,WKR,1320.0,835.0
11464,BPL,RJT,1335.0,876.0
11464,BPL,BKNG,1355.0,883.0
11464,BPL,GDL,505.0,918.0
11464,BPL,VRR,505.0,934.0
11464,BPL,JLR,505.0,953.0
11464,BPL,JND,505.0,979.0
11464,BPL,KSD,505.0,1015.0
11464,BPL,MLHA,505.0,1031.0
11464,BPL,VRL,505.0,1061.0
11464,SHRN,SEH,505.0,29.0
11464,SHRN,PRB,505.0,43.0
11464,SHRN,KPP,505.0,58.0
11464,SHRN,SJP,505.0,70.0
11464,SHRN,AKD,505.0,83.0
11464,SHRN,KSH,610.0,102.0
11464,SHRN,BCH,660.0,113.0
11464,SHRN,MKC,745.0,133.0
11464,SHRN,UJN,775.0,173.0
11464,SHRN,NAD,855.0,228.0
11464,SHRN,KUH,885.0,242.0
11464,SHRN,RTM,910.0,270.0
11464,SHRN,MGN,930.0,350.0
11464,SHRN,DHD,950.0,383.0
11464,SHRN,GDA,950.0,458.0
11464,SHRN,DRL,970.0,481.0
11464,SHRN,CYI,1020.0,524.0
11464,SHRN,ANND,1090.0,556.0
11464,SHRN,ND,1125.0,574.0
11464,SHRN,MHD,1155.0,592.0
11464,SHRN,MAN,1185.0,616.0
11464,SHRN,ADI,1195.0,620.0
11464,SHRN,CLDY,1220.0,631.0
11464,SHRN,VG,1240.0,685.0
11464,SHRN,SUNR,1255.0,750.0
11464,SHRN,THAN,1275.0,798.0
11464,SHRN,WKR,1320.0,825.0
11464,SHRN,RJT,1320.0,866.0
11464,SHRN,BKNG,1355.0,873.0
11464,SHRN,GDL,505.0,908.0
11464,SHRN,VRR,505.0,924.0
11464,SHRN,JLR,505.0,943.0
11464,SHRN,JND,505.0,969.0
11464,SHRN,KSD,505.0,1005.0
11464,SHRN,MLHA,505.0,1021.0
11464,SHRN,VRL,505.0,1051.0
11464,SEH,PRB,505.0,14.0
11464,SEH,KPP,505.0,29.0
11464,SEH,SJP,505.0,41.0
11464,SEH,AKD,505.0,54.0
11464,SEH,KSH,585.0,73.0
11464,SEH,BCH,620.0,84.0
11464,SEH,MKC,705.0,104.0
11464,SEH,UJN,745.0,144.0
11464,SEH,NAD,790.0,199.0
11464,SEH,KUH,855.0,213.0
11464,SEH,RTM,880.0,241.0
11464,SEH,MGN,895.0,321.0
11464,SEH,DHD,920.0,354.0
11464,SEH,GDA,930.0,429.0
11464,SEH,DRL,940.0,452.0
11464,SEH,CYI,990.0,495.0
11464,SEH,ANND,1060.0,527.0
11464,SEH,ND,1100.0,545.0
11464,SEH,MHD,1125.0,563.0
11464,SEH,MAN,1160.0,587.0
11464,SEH,ADI,1170.0,591.0
11464,SEH,CLDY,1195.0,602.0
11464,SEH,VG,1215.0,656.0
11464,SEH,SUNR,1230.0,721.0
11464,SEH,THAN,1255.0,769.0
11464,SEH,WKR,1280.0,796.0
11464,SEH,RJT,1300.0,837.0
11464,SEH,BKNG,1320.0,844.0
11464,SEH,GDL,505.0,879.0
11464,SEH,VRR,505.0,895.0
11464,SEH,JLR,505.0,914.0
11464,SEH,JND,505.0,940.0
01027,DR,NK,1050.0,179.0
01027,DR,BSL,1050.0,436.0
01027,DR,HD,1285.0,667.0
01027,DR,ET,1395.0,743.0
01027,DR,RKMP,1500.0,835.0
01027,DR,BINA,1650.0,979.0
01027,DR,LAR,1700.0,1042.0
01027,DR,TKMG,1740.0,1094.0
01027,DR,KHGP,1775.0,1130.0
01027,DR,MCSC,1810.0,1177.0
01027,DR,KURJ,1825.0,1208.0
01027,DR,MBA,1860.0,1271.0
01027,DR,BNDA,1895.0,1325.0
01027,DR,CKTD,1950.0,1394.0
01027,DR,MKP,1970.0,1425.0
01027,DR,PRYJ,2035.0,1525.0
01027,DR,GYN,2090.0,1590.0
01027,DR,BSBS,2125.0,1646.0
01027,DR,BSB,2125.0,1650.0
01027,DR,ARJ,2160.0,1685.0
01027,DR,MAU,2195.0,1742.0
01027,KYN,NK,1050.0,134.0
01027,KYN,BSL,1050.0,391.0
01027,KYN,HD,1235.0,622.0
01027,KYN,ET,1330.0,698.0
01027,KYN,RKMP,1450.0,790.0
01027,KYN,BINA,1610.0,934.0
01027,KYN,LAR,1670.0,997.0
01027,KYN,TKMG,1700.0,1049.0
01027,KYN,KHGP,1740.0,1085.0
01027,KYN,MCSC,1775.0,1132.0
01027,KYN,KURJ,1790.0,1163.0
01027,KYN,MBA,1845.0,1226.0
01027,KYN,BNDA,1880.0,1280.0
01027,KYN,CKTD,1915.0,1349.0
01027,KYN,MKP,1950.0,1380.0
01027,KYN,PRYJ,2020.0,1480.0
01027,KYN,GYN,2055.0,1545.0
01027,KYN,BSBS,2110.0,1601.0
01027,KYN,BSB,2110.0,1605.0
01027,KYN,ARJ,2125.0,1640.0
01027,KYN,MAU,2160.0,1697.0
01027,NK,BSL,1050.0,257.0
01027,NK,HD,1050.0,488.0
01027,NK,ET,1160.0,564.0
01027,NK,RKMP,1275.0,656.0
01027,NK,BINA,1460.0,800.0
01027,NK,LAR,1530.0,863.0
01027,NK,TKMG,1590.0,915.0
01027,NK,KHGP,1630.0,951.0
01027,NK,MCSC,1670.0,998.0
01027,NK,KURJ,1700.0,1029.0
01027,NK,MBA,1740.0,1092.0
01027,NK,BNDA,1775.0,1146.0
01027,NK,CKTD,1825.0,1215.0
01027,NK,MKP,1845.0,1246.0
01027,NK,PRYJ,1915.0,1346.0
01027,NK,GYN,1970.0,1411.0
01027,NK,BSBS,2005.0,1467.0
01027,NK,BSB,2005.0,1471.0
01027,NK,ARJ,2035.0,1506.0
01027,NK,MAU,2075.0,1563.0
01027,BSL,HD,1050.0,231.0
01027,BSL,ET,1050.0,307.0
01027,BSL,RKMP,1050.0,399.0
01027,BSL,BINA,1140.0,543.0
01027,BSL,LAR,1210.0,606.0
01027,BSL,TKMG,1275.0,658.0
01027,BSL,KHGP,1330.0,694.0
01027,BSL,MCSC,1395.0,741.0
01027,BSL,KURJ,1425.0,772.0
01027,BSL,MBA,1500.0,835.0
01027,BSL,BNDA,1555.0,889.0
01027,BSL,CKTD,1630.0,958.0
01027,BSL,MKP,1660.0,989.0
01027,BSL,PRYJ,1740.0,1089.0
01027,BSL,GYN,1790.0,1154.0
01027,BSL,BSBS,1825.0,1210.0
01027,BSL,BSB,1825.0,1214.0
01027,BSL,ARJ,1845.0,1249.0
01027,BSL,MAU,1895.0,1306.0
01127,LTT,NK,1100.0,172.0
01127,LTT,BSL,1100.0,429.0
01127,LTT,MKU,1100.0,479.0
01127,LTT,AK,1205.0,569.0
01127,LTT,BD,1310.0,647.0
01127,LTT,DMN,1375.0,693.0
01127,LTT,PLO,1400.0,713.0
01127,LTT,WR,1445.0,743.0
01127,LTT,HGT,1475.0,777.0
01127,LTT,WRR,1525.0,815.0
01127,LTT,CD,1575.0,861.0
01127,LTT,BPQ,1590.0,875.0
01127,TNA,NK,1100.0,154.0
01127,TNA,BSL,1100.0,411.0
01127,TNA,MKU,1100.0,461.0
01127,TNA,AK,1195.0,551.0
01127,TNA,BD,1280.0,629.0
01127,TNA,DMN,1350.0,675.0
01127,TNA,PLO,1375.0,695.0
01127,TNA,WR,1415.0,725.0
01127,TNA,HGT,1455.0,759.0
01127,TNA,WRR,1500.0,797.0
01127,TNA,CD,1555.0,843.0
01127,TNA,BPQ,1565.0,857.0
01127,KYN,NK,1100.0,134.0
01127,KYN,BSL,1100.0,391.0
01127,KYN,MKU,1100.0,441.0
01127,KYN,AK,1180.0,531.0
01127,KYN,BD,1255.0,609.0
01127,KYN,DMN,1320.0,655.0
01127,KYN,PLO,1350.0,675.0
01127,KYN,WR,1390.0,705.0
01127,KYN,HGT,1430.0,739.0
01127,KYN,WRR,1475.0,777.0
01127,KYN,CD,1535.0,823.0
01127,KYN,BPQ,1545.0,837.0
01128,BPQ,CD,1100.0,14.0
01128,BPQ,WRR,1100.0,61.0
01128,BPQ,HGT,1100.0,98.0
01128,BPQ,WR,1100.0,133.0
01128,BPQ,PLO,1100.0,162.0
01128,BPQ,DMN,1100.0,182.0
01128,BPQ,BD,1100.0,228.0
