train_id,train_name,source,destination,distance_km,station_count,station_codes,avg_delay_min,avg_delay_std,avg_delay_min_prev,avg_delay_std_prev,rr_merged_at,rr_station_count,rr_source_endpoint,rr_imputed_at,rr_model_version,rr_imputed_unc_mean,rr_imputed_unc_std,pred_rr_mean_unc_calib,pred_rr_std_unc_calib,flag_any,rr_imputation_flag,rr_imputation_flag_conservative,pred_rr_mean,pred_rr_mean_conf_lower_95,pred_rr_mean_conf_upper_95,pred_rr_std,pred_rr_std_conf_lower_95,pred_rr_std_conf_upper_95,pred_rr_mean_conf_width_95,rr_imputation_flag_conformal,rr_imputation_flag_final
24507,TIRUMALA EXP,BZA,PTT,767.0,15,"BZA,SF,KCI,VPU,RPL,KRY,BVO,RDG,BVRT,NLS,MBL,KPL,TMC,PYA,PTT",29.619537977116835,18.447027403090026,79.56,12.29753023984897,2025-12-20T10:16:33.792157Z,15.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,26.38957066781101,12.757573561086176,117.79095376857742,36.54352915472703,True,True,False,,,,,,,,False,False
29012,SEVEN HILLS EXP,POA,PKD,649.0,13,"POA,HAQ,TPW,BMD,CEL,NLA,CCI,VGH,VND,KPLH,KVR,ANB,PKD",33.00256746011091,16.923519482216342,53.20799999999999,13.443502891731754,2025-12-20T10:16:33.792157Z,13.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,23.211373447979224,15.065097932287058,102.26768094316851,44.307771209915046,True,True,False,,,,,,,,False,False
21679,CIRCAR EXPRESS,CGI,NML,938.0,16,"CGI,GJJ,PYX,BZA,HAQ,PGU,SF,TNRU,GVL,UNDI,CIV,MOO,PKD,NRE,VND,NML",71.93304546450999,31.062687085860627,109.586,12.892708404365628,2025-12-20T10:16:33.792157Z,16.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,89.33895990788068,23.47507646926345,474.8653839525911,87.06100525977429,True,True,True,,,,,,,,False,True
18638,BNC - HTE WE,BNC,HTE,1884.0,27,"BNC,KJM,JTJ,KPD,CTO,PAK,TPTY,RU,GDR,NLR,BZA,RJY,SLO,VSKP,VZM,VBL,PVP,RGDA,MNGD,KSNG,TIG,BLGR,BRGA,SBP,JSG,ROU,HTE",38.65384615384615,32.31330079524566,132.198,17.807882243545972,2025-12-20T07:12:18.818841Z,26.0,https://api.railradar.in/api/v1/trains/18638/average-delay,,,,,257.6936017503447,73.87322811085805,True,True,False,,,,,,,,False,False
13870,PINAKINI EXP,SKM,TIM,967.0,17,"SKM,SVF,KVLS,TDK,MUK,KUK,PDT,NYP,KTV,AKU,GPU,RML,GJJ,PUDI,GTL,KRAP,TIM",65.51187627732673,26.619798495613903,105.352,8.259350458722524,2025-12-20T10:16:33.792157Z,17.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,57.36080005927352,17.277326843085497,323.78618088111506,80.33373364298357,True,True,True,,,,,,,,False,True
26940,AMARAVATI EXP,GID,SVPM,634.0,11,"GID,NDM,GNT,SIE,TU,LIN,BPY,BVO,TLU,KDUH,SVPM",14.340899115417963,12.336980493364786,65.656,11.98208370860428,2025-12-20T10:16:33.792157Z,11.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,16.541476125122482,13.126660281594065,101.72118953987298,48.08013362221465,True,True,False,,,,,,,,False,False
25701,INTERCITY EXP,KLU,BNL,357.0,8,"KLU,VMU,KGL,ODUR,PLU,TEK,CLPE,BNL",26.48367305774172,17.205965045367513,82.394,14.087073152362056,2025-12-20T10:16:33.792157Z,8.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,22.148745308774288,14.069576867948776,117.1358767433762,46.51831197306132,True,True,False,,,,,,,,False,False
13530,VANDE BHARAT,CU,AKAH,902.0,17,"CU,GLP,SGDM,BTTR,DEL,MGPR,KNRT,BVM,PMD,VLD,KNLP,COA,KGL,HUP,DNV,MKR,AKAH",43.8030597646864,23.200209953562,87.982,7.79345045535031,2025-12-20T10:16:33.792157Z,17.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,41.55558782058965,11.289180903871411,256.3803973056241,63.087439810447165,True,True,False,,,,,,,,False,False
20241,NARAYANADRI EXP,BUM,IPM,314.0,7,"BUM,PYA,KI,MAG,PCU,BVO,IPM",20.742475433890508,19.46099507902557,65.08,7.852232166715398,2025-12-20T10:16:33.792157Z,7.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,23.63941225045573,15.066521082528384,125.30498529820224,48.51775778381487,True,True,False,,,,,,,,False,False
24253,PRASHANTI EXP,VMD,ANE,414.0,10,"VMD,GNT,DNV,DKD,TOU,GUK,HVM,PLVA,KLDI,ANE",34.85402121886221,20.3806289082574,120.692,5.212021680691668,2025-12-20T10:16:33.792157Z,10.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,40.37349765493668,16.607109595643937,215.40171218130257,53.88864919515855,True,True,False,,,,,,,,False,False
23313,SIMHADRI EXP,VLE,MGB,553.0,10,"VLE,CJM,TKBN,MCVM,MBD,KNRT,ANB,MLK,DWP,MGB",30.98413660698792,21.869596356458192,114.142,13.526783431400087,2025-12-20T10:16:33.792157Z,10.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,18.57723104137558,14.854758940405503,114.03663241300788,47.85156824739644,True,True,False,,,,,,,,False,False
20366,PRASHANTI EXP,MVW,JAQ,614.0,12,"MVW,POA,GPDE,KLDI,ARKV,NMLU,NYP,TKBN,MCU,MTM,VRN,JAQ",34.62033297560446,31.900781420095107,137.964,12.807580958166929,2025-12-20T10:16:33.792157Z,12.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,14.16706101237411,43.56727732657998,96.33296397736468,140.73102819502478,True,True,False,,,,,,,,False,False
18680,VANDE BHARAT,KUK,BVM,371.0,9,"KUK,TDK,GJJ,CMDP,POO,DKD,DKSA,GLP,BVM",25.4675097387953,25.076170255961983,68.56,9.79843865113213,2025-12-20T10:16:33.792157Z,9.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,32.327137026454366,22.400565143945908,175.87202768722014,70.72991284965633,True,True,False,,,,,,,,False,False
27398,GODAVARI EXPRES,SALR,TCNR,448.0,7,"SALR,VVM,BBPM,PDL,GDE,BLL,TCNR",21.076673294241665,17.625030952594468,65.586,8.097195810896508,2025-12-20T10:16:33.792157Z,7.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,29.165414504608208,15.63713026504348,154.6424500773918,50.35525417431155,True,True,False,,,,,,,,False,False
25908,GNT NS EXP,NLPD,BMH,650.0,11,"NLPD,KMQA,RPCA,CHE,TPTY,NRE,KMX,ARK,MMS,VRN,BMH",17.600586063453452,13.105190195123352,99.222,10.019606778711426,2025-12-20T10:16:33.792157Z,11.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,19.73728606568491,12.003937294172998,116.15658218791876,41.8192825239974,True,True,False,,,,,,,,False,False
27288,PRASHANTI EXP,RBCS,JKO,400.0,8,"RBCS,GPJ,KKLR,BGHU,PUT,AD,KOLA,JKO",14.179188352778734,10.307053965635802,42.842,11.256514558245817,2025-12-20T10:16:33.792157Z,8.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,19.27193068674569,11.661865458482325,101.87843431371957,48.08304694488062,True,True,False,,,,,,,,False,False
20324,CIRCAR EXPRESS,NCU,TIU,882.0,15,"NCU,BNL,MGPR,OGL,MVA,RPRL,CVV,STVA,OTR,PCU,HCM,BUM,DVD,YGD,TIU",49.45336182887909,24.22201558361244,64.792,6.965021177282951,2025-12-20T10:16:33.792157Z,15.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,48.091289918504806,22.273872288920472,216.93660259713675,70.52599550192798,True,True,False,,,,,,,,False,False
29429,VANDE BHARAT,NDD,VGT,766.0,14,"NDD,GPU,KNLP,KOU,VML,MCLA,PMD,PVP,NRR,RLG,SRPM,SUP,NML,VGT",68.76489523975519,26.7632991567614,67.92999999999999,8.307686200140209,2025-12-20T10:16:33.792157Z,14.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,55.32292606077049,21.53800810634111,174.88060033655037,59.34185739218705,True,True,False,,,,,,,,False,False
24040,FALAKNUMA EXP,KBM,BMKD,418.0,8,"KBM,HCM,KPN,PYX,KVDU,POA,VPL,BMKD",20.2123099272427,15.215841322896898,71.062,11.042579861608427,2025-12-20T10:16:33.792157Z,8.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,23.325814495118664,13.569055773702267,122.5507784986918,45.70878934421394,True,True,False,,,,,,,,False,False
12039,KGM-NDLS SHA,KGM,NDLS,283.0,8,"KGM,HDW,LKU,RUPC,RMU,MB,GZB,NDLS",2.333333333333333,2.0816659994661326,37.8,5.138667142362891,2025-12-20T07:12:18.818841Z,9.0,https://api.railradar.in/api/v1/trains/12039/average-delay,,,,,88.97379904959237,53.38048009792416,True,True,False,,,,,,,,False,False
16192,SEVEN HILLS EXP,MMPL,CJM,484.0,9,"MMPL,MUM,VKT,NCU,GZA,DVR,AKAT,CEL,CJM",19.436416081568307,14.45991636877334,78.988,11.7470409039894,2025-12-20T10:16:33.792157Z,9.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,16.700448613221614,10.571502434168554,103.89935780682036,37.58977109576684,True,True,False,,,,,,,,False,False
22974,PURI GIMB EX,PURI,GIMB,2443.0,38,"PURI,SIL,KUR,BALU,CAP,BAM,SPT,PSA,CHE,VZM,PVP,RGDA,MNGD,KSNG,TIG,KBJ,MSMD,R,DURG,G,NGP,WR,BD,AK,MKU,BSL,JL,AN,NDB,ST,BRC,ANND,ND,ADI,VG,SIOB,BCOB,GIMB",9.756756756756756,9.66787772738379,153.65,14.227696580964896,2025-12-20T07:12:18.818841Z,37.0,https://api.railradar.in/api/v1/trains/22974/average-delay,,,,,205.97001818441012,77.06794228139245,True,True,False,,,,,,,,False,False
27436,JANMABHOOMI EXP,VKZ,BVM,330.0,9,"VKZ,CPL,KCI,TUNI,SUP,MPU,UNDI,MCLE,BVM",24.03785256923339,15.327932602920416,59.95,13.663941598235844,2025-12-20T10:16:33.792157Z,9.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,18.75002174599461,14.530440080011482,112.84547497895925,52.18048970344386,True,True,False,,,,,,,,False,False
14930,TIRUMALA EXP,BMGM,CTO,740.0,13,"BMGM,UPL,VLV,TKBN,ANE,BLL,AKAT,KRNT,PSDA,BVO,HUP,CEL,CTO",37.67940159700208,23.485536796431862,81.33399999999999,14.553694719898454,2025-12-20T10:16:33.792157Z,13.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,25.78147207972965,14.672169768132589,105.49602398660645,37.67962284512459,True,True,False,,,,,,,,False,False
19118,SIMHADRI EXP,LMD,SSPN,822.0,14,"LMD,PUDI,NLS,EDD,PAV,PGDI,VZM,YA,PRH,VGT,TNKU,BLL,NCE,SSPN",43.55196174752649,25.16751955044336,81.858,10.568096801222064,2025-12-20T10:16:33.792157Z,14.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,46.26346833288787,20.303386917525,115.62966335685913,37.60995541030354,True,True,False,,,,,,,,False,False
20768,TIRUMALA EXP,JBK,GPU,869.0,16,"JBK,NLA,PNM,GDV,CPL,SNM,ANB,OBM,BVRM,SKM,BTVA,YPD,CLU,HVM,PSLP,GPU",38.298534876119305,26.463170227741323,126.018,13.620446762129356,2025-12-20T10:16:33.792157Z,16.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,41.89248457197496,16.466140212550798,222.04584457885235,55.31263078958116,True,True,False,,,,,,,,False,False
26585,PINAKINI EXP,KVR,GVI,514.0,9,"KVR,GNT,ARK,YLM,ANV,MGB,ESV,MRM,GVI",15.469509075229514,9.476257177041807,63.122,10.61148999905291,2025-12-20T10:16:33.792157Z,9.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,25.572347331888725,11.240873643486314,145.19422597258398,49.08918251791796,True,True,False,,,,,,,,False,False
17428,GODAVARI EXPRES,BVRT,GWM,651.0,12,"BVRT,MNPT,DIG,BMD,VMU,YGD,KVZ,ULM,ANB,ODUR,DHNE,GWM",26.01490484461969,15.154434281171335,95.366,16.603768548133885,2025-12-20T10:16:33.792157Z,12.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,14.807989449387229,9.846338133730235,95.6321563141073,32.9163534524126,True,True,False,,,,,,,,False,False
18011,FALAKNUMA EXP,BSPL,SUPP,760.0,15,"BSPL,BVO,KOVH,DVD,KCC,GPY,KO,PMD,NGNT,KVM,CCI,MVW,TNR,BMH,SUPP",48.06578947368421,25.429254561127543,72.168,14.238875306708742,2025-12-20T07:12:18.818841Z,38.0,https://api.railradar.in/api/v1/trains/18011/average-delay,,,,,107.06563488882117,34.26085926402807,True,True,False,,,,,,,,False,False
27093,JANMABHOOMI EXP,BGNP,MPT,556.0,12,"BGNP,PIL,PEL,SPE,BPP,ANV,TGL,KBA,CLVR,NUJ,TKPY,MPT",28.473375172343847,19.442795829560964,111.28,11.174701338290884,2025-12-20T10:16:33.792157Z,12.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,29.533823994707348,14.125483743896885,161.6691504110375,45.02139581134458,True,True,False,,,,,,,,False,False
15983,MEMU SPECIAL,OBM,KLDI,403.0,8,"OBM,KPL,PEL,PSLP,NLR,VML,ANV,KLDI",12.634829909247223,7.731820410878902,44.182,11.085200494352822,2025-12-20T10:16:33.792157Z,8.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,21.49422821082125,9.97739707029214,114.44799503147637,45.5357783438004,True,True,False,,,,,,,,False,False
27034,GNT NS EXP,TAT,EE,239.0,7,"TAT,KSK,MBL,VH,PUDI,NRE,EE",34.67787338846071,23.1859863381196,121.584,10.086819617699131,2025-12-20T10:16:33.792157Z,7.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,39.60949266708264,16.698606237452662,210.01465500805804,53.77345760963608,True,True,False,,,,,,,,False,False
26459,INTERCITY EXP,ANB,DHNE,245.0,8,"ANB,MAR,KLX,KKM,TMPM,AVLI,ODUR,DHNE",23.24572128981538,13.799858654199642,49.226,12.221318668621644,2025-12-20T10:16:33.792157Z,8.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,20.47223087959879,11.593250524718568,106.2596356866892,44.489201381077024,True,True,False,,,,,,,,False,False
17362,PINAKINI EXP,BNL,KSTE,907.0,16,"BNL,TOU,NLPD,CEL,BVRT,NML,KHT,SLO,EKM,RU,KCM,OBM,DGB,KI,ARKV,KSTE",30.818982067671246,20.541899940916185,87.958,9.205969259127473,2025-12-20T10:16:33.792157Z,16.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,32.47185546396231,14.30426413642733,220.43731884824547,64.99665014881117,True,True,False,,,,,,,,False,False
25842,PINAKINI EXP,NBM,CCT,747.0,14,"NBM,PDL,MRK,VTM,NRYP,KCC,PAV,UPL,BPP,YADA,CU,RAL,KVLS,CCT",69.15181964402382,26.859397899459,90.088,7.686063361695631,2025-12-20T10:16:33.792157Z,14.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,54.242433968847536,12.755131433486392,186.43048366557576,36.7815027541271,True,True,False,,,,,,,,False,False
23848,PRASHANTI EXP,GALA,MOO,677.0,14,"GALA,TPTY,ANE,AKU,KGL,NML,CVV,MALM,OGL,DPD,PIL,NDPU,RJY,MOO",61.67042124185986,29.85095074546568,141.498,9.297371671606976,2025-12-20T10:16:33.792157Z,14.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,51.270113625952405,38.51025830115736,155.80104774324897,121.87036404627868,True,True,False,,,,,,,,False,False
18730,TIRUMALA EXP,KMH,AKP,677.0,11,"KMH,BDPL,MDUN,NGM,PSDA,DMT,TKU,MCU,SGKM,GLP,AKP",33.23674082867468,16.006590771736114,106.932,5.443208612574025,2025-12-20T10:16:33.792157Z,11.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,44.43647300734433,12.856833576167462,237.74983266919727,43.43750100300775,True,True,False,,,,,,,,False,False
12212,ANVT-MFP GAR,ANVT,MFP,1059.0,14,"ANVT,MB,BE,SPN,LKO,GD,BST,GKP,BUG,NKE,BTH,SGL,BMKI,MFP",158.35714285714286,64.36598163499671,108.216,8.165998408033154,2025-12-20T07:12:18.818841Z,14.0,https://api.railradar.in/api/v1/trains/12212/average-delay,,,,,386.0083427177109,92.2723863158501,True,True,False,,,,,,,,False,False
15254,SESHADRI EXP,IDP,KYND,966.0,16,"IDP,VNM,KVDU,PDSN,MVP,VMD,TAC,KTV,YPD,NDPU,KUK,MIPM,TSR,PSPY,PTT,KYND",48.40140702301775,26.06889149284965,92.744,13.072231255604374,2025-12-20T10:16:33.792157Z,16.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,67.40194576142682,18.457074832500943,371.9638769283643,80.4748093693238,True,True,True,,,,,,,,False,True
19405,VIKRAMASIMHAPURI,MCU,GNT,670.0,12,"MCU,PSA,NRE,GVMH,IPPM,KUMU,DCU,PUN,SVPM,PRDT,VRN,GNT",10.151515151515152,5.888464388601755,146.73600000000002,6.566610998071983,2025-12-20T07:12:18.821469Z,33.0,https://api.railradar.in/api/v1/trains/19405/average-delay,,,,,144.47570092328695,119.43419727479676,True,True,False,,,,,,,,False,False
25792,TUNGABHADRA EXP,KLU,UPL,930.0,17,"KLU,BTTR,MALM,SRPM,TDD,BLL,LKDU,VKN,TCNR,MYL,SYM,TIU,CEM,KPU,VGT,GWM,UPL",40.411719281240885,23.26302656841204,150.53199999999998,10.522156147862455,2025-12-20T10:16:33.792157Z,17.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,51.58846699674724,36.17765941374716,299.40622100815176,128.86410271731836,True,True,True,,,,,,,,False,True
28203,VISAKHA EXPRESS,KOU,KRY,853.0,17,"KOU,KI,KBM,GWM,SGKM,RDG,HNMN,VKI,KRNT,KHT,ASP,MCVM,GRBL,KDT,RPRL,TIM,KRY",32.245706325107136,24.61764432360162,141.4,12.595959669671853,2025-12-20T10:16:33.792157Z,17.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,33.90582740545758,37.48774509917569,176.84301169988714,121.60156504645184,True,True,False,,,,,,,,False,False
24353,GNT NS EXP,ATP,GPU,1033.0,17,"ATP,POA,MDVL,CTPR,RPRL,KCD,AKP,SJMA,SF,STVA,LVK,SIE,SLM,BVM,VGH,RAL,GPU",49.742044749845725,24.018223309879296,99.372,11.810062235229749,2025-12-20T10:16:33.792157Z,17.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,63.044502886996064,17.888323943404014,345.08611192337287,83.50275475709192,True,True,True,,,,,,,,False,True
25547,NARAYANADRI EXP,KTCR,LKSH,341.0,9,"KTCR,NSPH,CLX,RAM,DIG,NLA,LIN,NBR,LKSH",34.48447463565136,22.81337775569344,109.28600000000002,3.212853871560295,2025-12-20T10:16:33.792157Z,9.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,39.697495487447206,18.540823771381422,212.4072381868324,59.01062137887183,True,True,False,,,,,,,,False,False
26857,KRISHNA EXPRESS,RLO,NRT,401.0,8,"RLO,JKO,OGL,DNV,DKD,VND,KDT,NRT",18.724677923444,15.118404040679607,69.886,4.442840307731082,2025-12-20T10:16:33.792157Z,8.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,21.70132017348573,13.39168035550485,113.5170138147082,46.61651465928489,True,True,False,,,,,,,,False,False
29275,TUNGABHADRA EXP,MGV,YLK,583.0,10,"MGV,BDVR,YGD,NG,KRNT,PSLP,VMU,RCG,BMD,YLK",19.00717198479483,14.546231504225473,90.48,11.127962526895926,2025-12-20T10:16:33.792157Z,10.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,20.370149900243284,12.189864409482706,120.61935890354114,42.20564157697445,True,True,False,,,,,,,,False,False
13044,RXL HWH EXPR,RXL,HWH,698.0,19,"RXL,GRH,BGU,SMI,JNR,KML,DBG,SPJ,DSS,BJU,KIUL,JAJ,JSME,MDP,ASN,DGR,BWN,BDC,HWH",96.92857142857144,55.52676011109755,77.766,13.050978124263327,2025-12-20T07:12:18.821469Z,21.0,https://api.railradar.in/api/v1/trains/13044/average-delay,,,,,182.8770795781576,62.348624116357406,True,True,False,,,,,,,,False,False
16895,TIRUMALA EXP,SJMA,ZPI,685.0,12,"SJMA,KKLR,RCG,KDT,DVD,SUPP,MRK,MUK,GGNP,TADA,SVPM,ZPI",21.71274098969209,16.795209518928658,71.786,7.17813903459664,2025-12-20T10:16:33.792157Z,12.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,27.839827796158595,12.842403663506644,154.08562437532552,40.55312746226672,True,True,False,,,,,,,,False,False
19857,PINAKINI EXP,CLPE,TAC,701.0,12,"CLPE,KCD,KBM,KUMU,PDU,VND,PUT,KMX,AVLI,MUM,TEK,TAC",13.410166472448989,11.260009653109504,65.05600000000001,11.584473660896297,2025-12-20T10:16:33.792157Z,12.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,16.511764982821276,12.377503643011528,104.55032322321732,48.55930641450825,True,True,False,,,,,,,,False,False
20767,PRASHANTI EXP,RLL,KRV,822.0,14,"RLL,JKO,MDKU,CMZ,VZM,AKU,RAM,DEL,MIPM,NDM,SCM,KNRT,KVZ,KRV",47.75563608669958,29.81187503799719,148.536,10.622310483129366,2025-12-20T10:16:33.792157Z,14.0,model:rr_imputer_v1,2025-12-20T10:16:33.792157Z,rr_imputer_v1,45.99601668987875,38.60514579816969,134.89279643590027,119.7863042457655,True,True,False,,,,,,,,False,False
