train_id,train_name,source,destination,distance_km,station_count,station_codes,avg_delay_min,avg_delay_std
24253,PRASHANTI EXP,VMD,ANE,414.0,10,"VMD,GNT,DNV,DKD,TOU,GUK,HVM,PLVA,KLDI,ANE",120.69200000000001,5.212021680691668
23313,SIMHADRI EXP,VLE,MGB,553.0,10,"VLE,CJM,TKBN,MCVM,MBD,KNRT,ANB,MLK,DWP,MGB",114.14200000000001,13.526783431400087
20366,PRASHANTI EXP,MVW,JAQ,614.0,12,"MVW,POA,GPDE,KLDI,ARKV,NMLU,NYP,TKBN,MCU,MTM,VRN,JAQ",137.964,12.807580958166929
18680,VANDE BHARAT,KUK,BVM,371.0,9,"KUK,TDK,GJJ,CMDP,POO,DKD,DKSA,GLP,BVM",68.56,9.79843865113213
27398,GODAVARI EXPRES,SALR,TCNR,448.0,7,"SALR,VVM,BBPM,PDL,GDE,BLL,TCNR",65.586,8.097195810896508
25908,GNT NS EXP,NLPD,BMH,650.0,11,"NLPD,KMQA,RPCA,CHE,TPTY,NRE,KMX,ARK,MMS,VRN,BMH",99.22200000000001,10.019606778711426
27288,PRASHANTI EXP,RBCS,JKO,400.0,8,"RBCS,GPJ,KKLR,BGHU,PUT,AD,KOLA,JKO",42.842,11.256514558245815
20324,CIRCAR EXPRESS,NCU,TIU,882.0,15,"NCU,BNL,MGPR,OGL,MVA,RPRL,CVV,STVA,OTR,PCU,HCM,BUM,DVD,YGD,TIU",64.792,6.965021177282951
29429,VANDE BHARAT,NDD,VGT,766.0,14,"NDD,GPU,KNLP,KOU,VML,MCLA,PMD,PVP,NRR,RLG,SRPM,SUP,NML,VGT",67.92999999999999,8.307686200140209
24040,FALAKNUMA EXP,KBM,BMKD,418.0,8,"KBM,HCM,KPN,PYX,KVDU,POA,VPL,BMKD",71.062,11.042579861608427
12039,KGM-NDLS SHA,KGM,NDLS,283.0,8,"KGM,HDW,LKU,RUPC,RMU,MB,GZB,NDLS",37.8,5.138667142362891
16192,SEVEN HILLS EXP,MMPL,CJM,484.0,9,"MMPL,MUM,VKT,NCU,GZA,DVR,AKAT,CEL,CJM",78.988,11.7470409039894
22974,PURI GIMB EX,PURI,GIMB,2443.0,38,"PURI,SIL,KUR,BALU,CAP,BAM,SPT,PSA,CHE,VZM,PVP,RGDA,MNGD,KSNG,TIG,KBJ,MSMD,R,DURG,G,NGP,WR,BD,AK,MKU,BSL,JL,AN,NDB,ST,BRC,ANND,ND,ADI,VG,SIOB,BCOB,GIMB",153.65,14.227696580964896
27436,JANMABHOOMI EXP,VKZ,BVM,330.0,9,"VKZ,CPL,KCI,TUNI,SUP,MPU,UNDI,MCLE,BVM",59.95,13.663941598235844
14930,TIRUMALA EXP,BMGM,CTO,740.0,13,"BMGM,UPL,VLV,TKBN,ANE,BLL,AKAT,KRNT,PSDA,BVO,HUP,CEL,CTO",81.33399999999999,14.553694719898454
19118,SIMHADRI EXP,LMD,SSPN,822.0,14,"LMD,PUDI,NLS,EDD,PAV,PGDI,VZM,YA,PRH,VGT,TNKU,BLL,NCE,SSPN",81.858,10.568096801222064
20768,TIRUMALA EXP,JBK,GPU,869.0,16,"JBK,NLA,PNM,GDV,CPL,SNM,ANB,OBM,BVRM,SKM,BTVA,YPD,CLU,HVM,PSLP,GPU",126.018,13.620446762129356
26585,PINAKINI EXP,KVR,GVI,514.0,9,"KVR,GNT,ARK,YLM,ANV,MGB,ESV,MRM,GVI",63.122,10.61148999905291
17428,GODAVARI EXPRES,BVRT,GWM,651.0,12,"BVRT,MNPT,DIG,BMD,VMU,YGD,KVZ,ULM,ANB,ODUR,DHNE,GWM",95.366,16.603768548133885
18011,FALAKNUMA EXP,BSPL,SUPP,760.0,15,"BSPL,BVO,KOVH,DVD,KCC,GPY,KO,PMD,NGNT,KVM,CCI,MVW,TNR,BMH,SUPP",72.168,14.238875306708742
27093,JANMABHOOMI EXP,BGNP,MPT,556.0,12,"BGNP,PIL,PEL,SPE,BPP,ANV,TGL,KBA,CLVR,NUJ,TKPY,MPT",111.28,11.174701338290884
15983,MEMU SPECIAL,OBM,KLDI,403.0,8,"OBM,KPL,PEL,PSLP,NLR,VML,ANV,KLDI",44.182,11.085200494352822
27034,GNT NS EXP,TAT,EE,239.0,7,"TAT,KSK,MBL,VH,PUDI,NRE,EE",121.58399999999999,10.086819617699131
26459,INTERCITY EXP,ANB,DHNE,245.0,8,"ANB,MAR,KLX,KKM,TMPM,AVLI,ODUR,DHNE",49.226,12.221318668621645
17362,PINAKINI EXP,BNL,KSTE,907.0,16,"BNL,TOU,NLPD,CEL,BVRT,NML,KHT,SLO,EKM,RU,KCM,OBM,DGB,KI,ARKV,KSTE",87.958,9.205969259127471
25842,PINAKINI EXP,NBM,CCT,747.0,14,"NBM,PDL,MRK,VTM,NRYP,KCC,PAV,UPL,BPP,YADA,CU,RAL,KVLS,CCT",90.088,7.6860633616956315
23848,PRASHANTI EXP,GALA,MOO,677.0,14,"GALA,TPTY,ANE,AKU,KGL,NML,CVV,MALM,OGL,DPD,PIL,NDPU,RJY,MOO",141.498,9.297371671606976
18730,TIRUMALA EXP,KMH,AKP,677.0,11,"KMH,BDPL,MDUN,NGM,PSDA,DMT,TKU,MCU,SGKM,GLP,AKP",106.93199999999999,5.443208612574025
12212,ANVT-MFP GAR,ANVT,MFP,1059.0,14,"ANVT,MB,BE,SPN,LKO,GD,BST,GKP,BUG,NKE,BTH,SGL,BMKI,MFP",108.21600000000001,8.165998408033154
15254,SESHADRI EXP,IDP,KYND,966.0,16,"IDP,VNM,KVDU,PDSN,MVP,VMD,TAC,KTV,YPD,NDPU,KUK,MIPM,TSR,PSPY,PTT,KYND",92.744,13.072231255604374
19405,VIKRAMASIMHAPURI,MCU,GNT,670.0,12,"MCU,PSA,NRE,GVMH,IPPM,KUMU,DCU,PUN,SVPM,PRDT,VRN,GNT",146.73600000000002,6.566610998071983
25792,TUNGABHADRA EXP,KLU,UPL,930.0,17,"KLU,BTTR,MALM,SRPM,TDD,BLL,LKDU,VKN,TCNR,MYL,SYM,TIU,CEM,KPU,VGT,GWM,UPL",150.53199999999998,10.522156147862455
28203,VISAKHA EXPRESS,KOU,KRY,853.0,17,"KOU,KI,KBM,GWM,SGKM,RDG,HNMN,VKI,KRNT,KHT,ASP,MCVM,GRBL,KDT,RPRL,TIM,KRY",141.4,12.595959669671851
24353,GNT NS EXP,ATP,GPU,1033.0,17,"ATP,POA,MDVL,CTPR,RPRL,KCD,AKP,SJMA,SF,STVA,LVK,SIE,SLM,BVM,VGH,RAL,GPU",99.372,11.810062235229749
25547,NARAYANADRI EXP,KTCR,LKSH,341.0,9,"KTCR,NSPH,CLX,RAM,DIG,NLA,LIN,NBR,LKSH",109.28600000000002,3.212853871560295
26857,KRISHNA EXPRESS,RLO,NRT,401.0,8,"RLO,JKO,OGL,DNV,DKD,VND,KDT,NRT",69.886,4.442840307731082
29275,TUNGABHADRA EXP,MGV,YLK,583.0,10,"MGV,BDVR,YGD,NG,KRNT,PSLP,VMU,RCG,BMD,YLK",90.47999999999999,11.127962526895926
13044,RXL HWH EXPR,RXL,HWH,698.0,19,"RXL,GRH,BGU,SMI,JNR,KML,DBG,SPJ,DSS,BJU,KIUL,JAJ,JSME,MDP,ASN,DGR,BWN,BDC,HWH",77.766,13.050978124263327
16895,TIRUMALA EXP,SJMA,ZPI,685.0,12,"SJMA,KKLR,RCG,KDT,DVD,SUPP,MRK,MUK,GGNP,TADA,SVPM,ZPI",71.786,7.17813903459664
19857,PINAKINI EXP,CLPE,TAC,701.0,12,"CLPE,KCD,KBM,KUMU,PDU,VND,PUT,KMX,AVLI,MUM,TEK,TAC",65.05600000000001,11.584473660896295
20767,PRASHANTI EXP,RLL,KRV,822.0,14,"RLL,JKO,MDKU,CMZ,VZM,AKU,RAM,DEL,MIPM,NDM,SCM,KNRT,KVZ,KRV",148.536,10.622310483129366
17647,SIMHADRI EXP,KPL,NCE,464.0,13,"MLGT,SRPM,TIM,SAB,DUSI,MGB,GMDA,SCM,VDE,OTR,NCE,CU,KCI",92.441,21.071611998663563
19980,TUNGABHADRA EXP,PDKN,MCVM,810.0,17,"PDKN,KAQ,UPL,KOU,KCD,TGL,NDD,YGD,SAP,TPW,KPU,KOVH,TUNI,RRJ,RJY,RBCS,MCVM",130.228,11.450053274985235
22819,BBS-VSKP SF,BBS,VSKP,442.0,27,"BBS,KUR,NKP,BSDP,KAPG,KUU,GNGD,BALU,CLKA,KIT,RBA,GAM,CAP,BAM,IPM,SPT,MMS,PSA,NWP,KBM,TIU,CHE,PDU,CPP,VZM,SCM,VSKP",75.79400000000001,12.245147202055186
12386,NARAYANADRI EXP,GGNP,ARK,436.0,9,"GGNP,NOSM,MDVL,PMT,SALR,MGB,TKBN,NDD,ARK",53.96,9.819847249321143
13610,SIMHADRI EXP,SRPM,MNPT,841.0,17,"SRPM,MCU,BTTR,GGNP,SGKM,NSPH,KRV,MCLA,MVP,PUA,CLVR,MDKU,BLPE,GTL,KLDI,SVF,MNPT",70.458,12.529715479610859
19149,SESHADRI EXP,PKO,CTPR,612.0,12,"PKO,KMX,ARK,SPF,PDSN,JPI,BUM,SVPM,NLA,GNN,MGV,CTPR",97.584,13.997247229366208
16555,RATNACHAL EXP,RPRL,AL,566.0,10,"RPRL,KAQ,RCA,SUPP,HUP,YLK,GPY,REG,CBM,AL",59.903999999999996,10.340806544946092
25372,NARAYANADRI EXP,RPCA,CVV,618.0,10,"RPCA,KLU,PCU,OBM,MVP,ODUR,NASP,GDR,NLR,CVV",44.672000000000004,9.041602181029642
28190,AMARAVATI EXP,KPLH,KPU,406.0,8,"KPLH,REG,TMB,LKSH,EDD,AKAT,EE,KPU",80.024,12.506585465265891
25185,JANMABHOOMI EXP,BVL,VSKP,457.0,8,"BVL,TAT,PMT,BLPE,KOLA,MRM,RMV,VSKP",79.188,10.192942166028411
16082,SEVEN HILLS EXP,MDUN,RRJ,787.0,13,"MDUN,PAK,BAV,AD,MALM,STUR,ARK,UPL,GZL,BLPE,TDD,KNLP,RRJ",90.854,15.134859761491024
26800,INTERCITY EXP,VDD,PVP,663.0,15,"VDD,MCLA,PEL,TAC,SCMN,PSLP,VGT,SAB,KSK,BGHU,BVO,KVM,MRK,GWM,PVP",121.756,11.695543168232932
21041,SESHADRI EXP,KEN,PKD,900.0,15,"KEN,MCU,CCI,NRT,CGI,CKV,MAG,PNM,RMV,BAV,SVF,TAT,MADU,YPD,PKD",99.748,12.164697694558624
20126,RATNACHAL EXP,MAR,NS,688.0,15,"MAR,SNM,VGH,PCL,PRH,SVF,SYM,GPI,NRP,KPL,KCC,MDPD,CJM,TNKU,NS",70.1,9.71230662613161
13766,RAYALASEEMA EXP,BDVR,OBVP,388.0,7,"BDVR,KPLL,VPG,MRM,KLDI,NML,OBVP",70.206,10.113724833116635
17587,SESHADRI EXP,STUR,CBM,846.0,14,"STUR,PSPY,VMD,JAQ,TPW,RAM,DKD,RBCS,KOU,KPLH,KMQA,KBM,NWP,CBM",90.806,10.016452964997141
27747,GNT NS EXP,CU,KAQ,847.0,16,"CU,ANB,TU,PGU,DNV,VH,TMC,KPN,TGL,KDUH,VML,GRBL,MBL,PCU,BBPM,KAQ",91.354,14.243978727869536
21979,FALAKNUMA EXP,CMDP,NGNT,663.0,14,"CMDP,NASP,JAQ,DUU,SPT,TMB,BTTR,UPL,OBM,TIU,KVR,CCT,KDP,NGNT",78.20599999999999,7.407110097737178
24869,MEMU SPECIAL,PNM,ESV,437.0,10,"PNM,MRK,SPT,MVW,GPDE,SUDV,PAV,MUK,SPF,ESV",63.638,9.947364977721483
25889,PINAKINI EXP,RLL,KHT,784.0,13,"RLL,DGDG,RPCA,PRDT,SJMA,PAK,CCI,VBL,TPW,KSTE,TKU,MRM,KHT",96.072,9.649912952975276
13471,AMARAVATI EXP,NDKD,SRPM,770.0,14,"NDKD,CLU,TMB,PAGM,SSPN,ESV,VDI,LKDU,SGKM,KPL,PLU,BTTR,KI,SRPM",68.042,7.43149513893402
22387,BLACKDIMOND,HWH,DHN,269.0,16,"HWH,SHE,BDC,BWN,MNAE,PAN,DGR,OYR,UDL,RNG,ASN,STN,ULT,BRR,KMME,DHN",108.272,16.142701756521433
16485,GOLCONDA EXP,CLX,KLX,689.0,13,"CLX,NML,REG,VND,UKD,YPD,SPF,KBA,KLU,ANE,KSK,TNR,KLX",75.8,10.410895734757888
12547,AF-ADI SUPER,AF,ADI,866.0,12,"AF,AH,BTE,JP,AII,BER,MJ,FA,ABR,PNU,MSH,ADI",84.188,9.426227771489508
14804,ADI BGKT EXP,ADI,BGKT,479.0,17,"ADI,SBI,MSH,UJA,SID,PNU,DISA,BLDI,DQN,RNV,MBNL,MON,JOR,MKSR,SMR,LUNI,BGKT",77.304,13.597657151141886
22721,CIRCAR EXPRESS,ARKV,GDP,641.0,10,"ARKV,MPT,NDD,KDT,SDM,GDR,KBM,PDMI,TPTY,GDP",125.588,11.393652618892684
21141,JANMABHOOMI EXP,CCI,DIG,847.0,16,"CCI,HUP,UGD,MCLE,YA,TIU,YPD,KDUH,BPY,HCM,SJMA,PSA,MADU,OTR,CIV,DIG",79.482,11.786304340207748
14665,RAYALASEEMA EXP,TNRU,NZD,828.0,15,"TNRU,CEL,DMT,DEL,GRBL,VMD,SDV,BMD,DKSA,MVW,TCNR,TDD,KTV,GDE,NZD",94.8,10.849168170878352
18717,CHARMINAR EXP,AKAT,PDKN,766.0,15,"AKAT,ALM,KKLR,KSK,PSDA,UNDI,VLV,GPDE,TAC,ANB,CLX,MUM,CIV,NLPD,PDKN",60.410000000000004,6.003715516244921
29244,GARIB RATH,MVA,OGL,593.0,9,"MVA,ZPL,MBL,NLR,PVP,LKDU,RMV,REM,OGL",108.146,7.345633396787507
12619,MATSYAGANDHA,LTT,MAQ,893.0,24,"LTT,TNA,PNVL,MNI,KHED,CHI,RN,KUDL,MAO,CNO,KAWR,ANKL,GOK,KT,HNA,MRDW,BTJL,BYNR,KUDA,BKJ,UD,MULK,SL,MAQ",81.42999999999999,6.9124778480657705
18066,SEVEN HILLS EXP,GDP,GDV,716.0,12,"GDP,KLDI,KQA,KTCR,SLM,PSLP,BTVA,IPM,PTT,GVI,MRM,GDV",93.042,5.117310817216401
13789,INTERCITY EXP,GID,POA,791.0,14,"GID,VRN,NOSM,BVRM,KSTE,PTT,MDKU,SGDM,KVDU,PSLP,GPDE,DIG,SAP,POA",68.662,6.297957605446384
26909,FALAKNUMA EXP,KRYP,TAT,776.0,15,"KRYP,SCMN,ULM,VLV,NRE,SVPM,MPL,MGV,BLPE,SF,KEN,MCU,TDD,NOSM,TAT",93.952,11.356631102576149
15868,SEVEN HILLS EXP,TCNR,PAK,497.0,9,"TCNR,VAT,MMPL,AVLI,KRNT,ARK,PDSN,RPRL,PAK",51.79,6.159379027142265
28699,TUNGABHADRA EXP,MCU,MLK,613.0,11,"MCU,CTO,GKM,BTVA,OBM,MLU,LKDU,PLU,OTR,KCC,MLK",75.462,7.916212478199403
28936,RATNACHAL EXP,PDKN,DHNE,266.0,7,"PDKN,GDP,UNDI,MKR,VTM,YLM,DHNE",111.83800000000001,13.550128043675459
28771,GOLCONDA EXP,TMLU,HX,778.0,17,"TMLU,VLD,PVP,JUR,MGPR,BGNP,VMD,REG,MCLA,SJL,NGNT,LMD,KOU,NS,DNV,APT,HX",87.002,12.419479457690656
29848,PINAKINI EXP,MCLA,NDM,730.0,13,"MCLA,PSLP,SMLG,RLO,TSR,NLPD,GDP,RYP,SDV,GKM,VKT,STVA,NDM",74.27000000000001,9.070744181157353
25080,SIMHADRI EXP,PVPT,NDL,647.0,12,"PVPT,CEL,EE,VJA,MNPT,CBM,PCL,MLK,ODUR,KHT,OBM,NDL",120.772,11.743599107599001
28441,MEMU SPECIAL,GNN,VJA,905.0,17,"GNN,BPY,RJP,GPDE,SNM,PVPT,REG,KMX,YGD,GALA,SDM,PAVP,UKD,DKD,BSPL,AKP,VJA",84.4,18.07890068560586
12330,SAMPARKRANTI,ANVT,SDAH,1436.0,8,"ANVT,CNB,MGS,DHN,ASN,DGR,BWN,SDAH",91.958,12.941865012431553
14931,PRASHANTI EXP,JUR,AKAH,730.0,13,"JUR,GVI,DCU,CJM,NDL,MMPL,KUK,PUDI,PCU,MVW,SVPM,MAG,AKAH",109.452,9.21171916636629
14701,GARIB RATH,ARK,SAP,858.0,15,"ARK,KRY,MMS,JKO,NRP,TADA,TU,SAB,CLU,BLL,DKSA,MDUN,DGDG,VRN,SAP",62.879999999999995,10.111164621348024
14941,CIRCAR EXPRESS,TIM,MIPM,496.0,10,"TIM,PCU,SALR,GUK,NML,PMT,NRR,KEN,VGH,MIPM",111.894,12.32133840132638
14684,MEMU SPECIAL,DVD,PHM,792.0,11,"DVD,BEY,MLK,PIL,VDE,KSK,PUA,GDE,RVD,VNM,PHM",108.54400000000001,8.860379788699806
16207,AMARAVATI EXP,PDU,VPL,877.0,16,"PDU,MCLE,CTPR,VBL,PUN,PTT,GTLM,VJA,NGJA,DUSI,PDKN,VH,KOLA,MAR,MBL,VPL",90.99199999999999,4.338976837919277
22954,GUJARAT EXPR,ADI,BCT,490.0,27,"ADI,MAN,MHD,ND,KBRV,ANND,BRC,MYG,PLJ,BH,AKV,KSB,KIM,ST,NVS,BIM,BL,UVD,VAPI,BLD,UBR,DRD,BOR,PLG,BVI,DDR,BCT",36.902,6.142887757398796
22622,CAPE-RMM SUP,CAPE,RMM,398.0,12,"CAPE,NCJ,VLY,NNN,TEN,CVP,VPT,MDU,MNM,PMK,RMD,RMM",69.80199999999999,8.379413463960354
25739,PRASHANTI EXP,KRYP,MOO,499.0,8,"KRYP,DVR,TAC,DGDG,AKAT,TPW,ARKV,MOO",68.816,10.685346508185868
14832,VIKRAMASIMHAPURI,ASP,PIL,930.0,17,"ASP,MLU,KVM,RVD,OBM,NWP,GNT,KBA,DWP,CCI,BZA,HVM,GDE,PGDI,RYP,KRNT,PIL",99.074,11.160693526837838
28352,KRISHNA EXPRESS,VH,BDPL,351.0,7,"VH,MGV,BKPT,GVL,KSTE,VKI,BDPL",101.874,12.763096411137855
16065,SEVEN HILLS EXP,REM,MMS,743.0,14,"REM,NGJA,VDI,GPY,RLO,AKAH,AL,GJJ,KQA,JPI,SUPP,ALAT,PAM,MMS",77.63199999999999,9.977042146848936
29114,SIMHADRI EXP,PDSN,BSPL,334.0,7,"PDSN,ESV,GWM,KLX,KNLP,ODUR,BSPL",51.854,11.464330769826907
22645,AHILYANAGARI,INDB,TVC,2643.0,52,"INDB,DWX,UJN,SJP,BPL,ET,GDYA,BZU,AMLA,PAR,NGP,SEGM,HGT,CD,BPQ,SKZR,BPA,MCI,RDM,WL,KMT,BZA,TEL,CLX,OGL,NLR,GDR,MAS,KPD,JTJ,SA,ED,TUP,CBE,PGT,OTP,SRR,WKI,TCR,IJK,CKI,AFK,AWY,ERN,ERS,SRTL,ALLP,AMPA,HAD,KYJ,QLN,TVC",192.828,7.389294282947467
28020,VANDE BHARAT,BGNP,VTM,340.0,7,"BGNP,TSR,VGT,DUU,MUK,AXR,VTM",120.53,5.050742519669759
13873,TUNGABHADRA EXP,RPCA,SJL,776.0,15,"RPCA,NBM,NLPD,NGNT,CTO,KCD,PCU,NBR,NZD,TAC,REG,TIM,ATP,DWP,SJL",110.398,3.018868993513962
29038,INTERCITY EXP,MOO,GRBL,916.0,15,"MOO,YGD,SCMN,CLPE,GDR,ASP,VPL,GMDA,CBM,NRT,MPL,ESV,TUNI,VMU,GRBL",64.3,4.05082090445875
22219,VANDE BHARAT,MPT,ZPL,849.0,16,"MPT,MLK,LKDU,RDG,APL,NDPU,UPD,BVRT,CPP,GDR,TIU,PVPT,NGNT,CBM,AKVD,ZPL",62.80800000000001,8.670223180518482
14818,SESHADRI EXP,KCM,AKU,1078.0,17,"KCM,HAQ,VVM,DIG,NCE,MMPL,BNL,SNM,HUP,BAV,KVDU,APL,MMS,PVPT,MDUN,CPP,AKU",118.492,3.8537605011209455
15228,MUZAFFARPUR-,MFP,YPR,2729.0,35,"MFP,SPJ,BJU,BGS,KGG,NNA,KIR,KDPR,MLDT,PKR,RPH,BHP,HWH,KGP,BLS,BHC,JJKR,CTC,BBS,KUR,BALU,BAM,PSA,CHE,VZM,VSKP,RJY,BZA,MAS,AJJ,KPD,JTJ,BWT,KJM,YPR",162.85,2.35867547577026
20043,GOLCONDA EXP,SLO,MTM,694.0,13,"SLO,KI,ATP,TNKU,MYL,DHNE,GPY,NMLU,CLX,PCU,TMB,UPD,MTM",93.23400000000001,11.256765965409427
21127,RAYALASEEMA EXP,LKDU,NRE,721.0,13,"LKDU,ZPI,LKSH,NSX,NDKD,VMU,KRNT,BGHU,KSK,TAC,MPL,PPM,NRE",63.622,15.346705509652551
20543,SESHADRI EXP,TIM,SGDM,636.0,11,"TIM,SLO,MVA,CLPE,SALR,MCLE,OBVP,MKJ,KKLR,TEL,SGDM",57.05999999999999,15.091133158248914
13166,SITAMARI-KOL,SMI,KOAA,618.0,15,"SMI,JNR,KML,DBG,SPJ,DSS,BJU,KIUL,JAJ,JSME,MDP,ASN,DGR,BWN,KOAA",74.328,10.707141075002227
20642,GOLCONDA EXP,MCU,ALAT,869.0,16,"MCU,OGL,EE,KDP,REG,TNRU,ASP,RYP,KLX,BVRT,BTVA,NCU,YGD,BLPE,GNN,ALAT",73.636,13.16570848834198
20673,INTERCITY EXP,NGM,SNKG,546.0,11,"NGM,GGNP,KDP,KMX,RCG,BMD,VKT,SNM,VML,BUM,SNKG",62.952,12.062809374270994
17712,FALAKNUMA EXP,CU,NLS,919.0,16,"CU,DCU,KAQ,GKM,ARKV,TCNR,PYX,KBA,KPL,KVDU,KOU,ASP,RPL,BMKD,TIM,NLS",89.406,17.35447723211506
21223,SESHADRI EXP,PYX,VBL,696.0,14,"PYX,SIE,SRPM,PSDA,MMPL,MRM,BAV,IPPM,GY,VGT,CBM,SUPP,ARK,VBL",88.322,5.169160473423131
13036,MEMU SPECIAL,MGPR,MVA,764.0,13,"MGPR,MAR,ARKV,NKDO,KPLL,GRBL,AKP,VDD,GTLM,AXR,PEL,NSX,MVA",108.128,14.279323163231508
19663,JANMABHOOMI EXP,NOSM,MPL,584.0,12,"NOSM,PLU,ALM,ATP,KLDI,ANE,NDD,CU,MCLE,PVPT,BGHU,MPL",125.03800000000001,13.158190225103148
29632,KRISHNA EXPRESS,HVM,PYA,408.0,8,"HVM,GNN,DMT,BVM,IPM,NLR,MDUN,PYA",108.88199999999999,15.669064107342214
17437,INTERCITY EXP,GMA,AVLI,655.0,15,"GMA,GRBL,LKSH,KVDU,RBCS,KJJ,RJP,DUU,NLR,PTT,DCU,KKM,NYP,SLM,AVLI",48.042,2.9284586389430207
21646,SIMHADRI EXP,KPN,MCLA,866.0,16,"KPN,VKT,VND,RMV,CLPE,PDT,MDUN,CLX,CGI,KNLP,CCT,KYND,ZPL,KDT,DWP,MCLA",108.40599999999999,6.908978216784299
26180,SESHADRI EXP,MPL,OBVP,581.0,13,"MPL,NMLU,KPLH,BBPM,MMS,PDSN,TUNI,ALAT,KAQ,NYP,ODUR,CTPR,OBVP",107.046,10.037436425701538
16383,TUNGABHADRA EXP,PRCA,KGL,371.0,8,"PRCA,ALAT,NLS,GPU,AKU,NASP,PLU,KGL",73.952,15.739011087104556
25425,SESHADRI EXP,VKZ,PGRL,981.0,17,"VKZ,PVD,CEM,PIL,GNT,MLGT,TTU,NRYP,BNL,NML,KCI,PUT,VML,LIN,RBCS,KEF,PGRL",94.872,9.642687384749129
14538,JANMABHOOMI EXP,BDPL,TDD,291.0,7,"BDPL,KQA,NLR,ODUR,TAC,SALR,TDD",65.962,9.783903617677357
20311,VANDE BHARAT,PTT,IPM,743.0,14,"PTT,PKPU,PHM,KYND,NCU,MKR,TEK,KMH,YPD,CJM,TU,NGNT,VKT,IPM",99.982,16.23241417657891
