train_id,found,matched_train,status,endpoint,message,sample,tried
24507,False,,404,,search returned 50 candidates,"[{""train_number"": ""00101"", ""train_name"": ""DSJ-DSJ GOLDEN TRIANGLE"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 1}, {""train_number"": ""00102"", ""train_name"": ""DSJ SPIRITUAL ODYSSEY"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 2}, {""train_number"": ""00111"", ""train_name"": ""BIRD-SGTY RAPID CARGO"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 3}, {""train_number"": ""00112"", ""train_name"": ""AJNI RAPID PARCEL"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 4}]",https://api.railradar.in/api/v1/trains/24507/average-delay|https://api.railradar.in/api/v1/trains/24507?dataType=static|https://api.railradar.in/api/v1/trains/list?q=24507
29012,False,,404,,search returned 50 candidates,"[{""train_number"": ""00101"", ""train_name"": ""DSJ-DSJ GOLDEN TRIANGLE"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 1}, {""train_number"": ""00102"", ""train_name"": ""DSJ SPIRITUAL ODYSSEY"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 2}, {""train_number"": ""00111"", ""train_name"": ""BIRD-SGTY RAPID CARGO"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 3}, {""train_number"": ""00112"", ""train_name"": ""AJNI RAPID PARCEL"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 4}]",https://api.railradar.in/api/v1/trains/29012/average-delay|https://api.railradar.in/api/v1/trains/29012?dataType=static|https://api.railradar.in/api/v1/trains/list?q=29012
21679,False,,404,,search returned 50 candidates,"[{""train_number"": ""00101"", ""train_name"": ""DSJ-DSJ GOLDEN TRIANGLE"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 1}, {""train_number"": ""00102"", ""train_name"": ""DSJ SPIRITUAL ODYSSEY"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 2}, {""train_number"": ""00111"", ""train_name"": ""BIRD-SGTY RAPID CARGO"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 3}, {""train_number"": ""00112"", ""train_name"": ""AJNI RAPID PARCEL"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 4}]",https://api.railradar.in/api/v1/trains/21679/average-delay|https://api.railradar.in/api/v1/trains/21679?dataType=static|https://api.railradar.in/api/v1/trains/list?q=21679
18638,True,18638,200,https://api.railradar.in/api/v1/trains/18638/average-delay,,"{""success"": true, ""data"": {""train"": {""number"": ""18638"", ""name"": ""SMVB HTE EXP"", ""nameHindi"": ""\u0938\u093e\u0930\u094d \u092e\u094d \u0935\u093f\u0938\u094d\u0935\u0947\u0938\u094d\u0935\u0930\u092f\u093e \u092c\u0947\u0928\u094d\u0917\u093e\u0932\u0941\u0930\u0941 \u0939\u093e\u0924\u093f\u092f\u093e \u090f\u0915\u094d\u0938\u092a\u094d\u0930\u0947\u0938\u094d"", ""type"": ""MEX"", ""typeDescription"": ""MAIL EXPRESS"", ""typeDescriptionHindi"": ""MEX"", ""source"": {""code"": ""SMVB"", ""name"": ""SMVT BENGALURU"", ""nameHindi"": ""\u0938\u0930 \u090f\u092e. \u0935\u093f. \u091f. \u092c\u0947\u0902\u0917\u0932\u0941\u0930\u0941""}, ""destination"": {""code"": ""HTE"", ""name"": ""HATIA"", ""nameHindi"": ""\u0939\u091f\u093f\u092f\u093e""}}, ""runDays"": ""Tue"", ""stationDelays"": [{""station"": {""code"": ""SMVB"", ""name"": ""SMVT BENGALURU"", ""nameHindi"": ""\u0938\u0930 \u090f\u092e. \u0935\u093f. \u091f. \u092c\u0947\u0902\u0917\u0932\u0941\u0930\u0941""}, ""averageArrivalDelayMinutes"": 0, ""averageDepartureDelayMinutes"": 0}, {""station"": {",https://api.railradar.in/api/v1/trains/18638/average-delay
13870,False,,404,,search returned 50 candidates,"[{""train_number"": ""00101"", ""train_name"": ""DSJ-DSJ GOLDEN TRIANGLE"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 1}, {""train_number"": ""00102"", ""train_name"": ""DSJ SPIRITUAL ODYSSEY"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 2}, {""train_number"": ""00111"", ""train_name"": ""BIRD-SGTY RAPID CARGO"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 3}, {""train_number"": ""00112"", ""train_name"": ""AJNI RAPID PARCEL"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 4}]",https://api.railradar.in/api/v1/trains/13870/average-delay|https://api.railradar.in/api/v1/trains/13870?dataType=static|https://api.railradar.in/api/v1/trains/list?q=13870
26940,False,,404,,search returned 50 candidates,"[{""train_number"": ""00101"", ""train_name"": ""DSJ-DSJ GOLDEN TRIANGLE"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 1}, {""train_number"": ""00102"", ""train_name"": ""DSJ SPIRITUAL ODYSSEY"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 2}, {""train_number"": ""00111"", ""train_name"": ""BIRD-SGTY RAPID CARGO"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 3}, {""train_number"": ""00112"", ""train_name"": ""AJNI RAPID PARCEL"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 4}]",https://api.railradar.in/api/v1/trains/26940/average-delay|https://api.railradar.in/api/v1/trains/26940?dataType=static|https://api.railradar.in/api/v1/trains/list?q=26940
25701,False,,404,,search returned 50 candidates,"[{""train_number"": ""00101"", ""train_name"": ""DSJ-DSJ GOLDEN TRIANGLE"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 1}, {""train_number"": ""00102"", ""train_name"": ""DSJ SPIRITUAL ODYSSEY"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 2}, {""train_number"": ""00111"", ""train_name"": ""BIRD-SGTY RAPID CARGO"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 3}, {""train_number"": ""00112"", ""train_name"": ""AJNI RAPID PARCEL"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 4}]",https://api.railradar.in/api/v1/trains/25701/average-delay|https://api.railradar.in/api/v1/trains/25701?dataType=static|https://api.railradar.in/api/v1/trains/list?q=25701
13530,False,,404,,search returned 50 candidates,"[{""train_number"": ""00101"", ""train_name"": ""DSJ-DSJ GOLDEN TRIANGLE"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 1}, {""train_number"": ""00102"", ""train_name"": ""DSJ SPIRITUAL ODYSSEY"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 2}, {""train_number"": ""00111"", ""train_name"": ""BIRD-SGTY RAPID CARGO"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 3}, {""train_number"": ""00112"", ""train_name"": ""AJNI RAPID PARCEL"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 4}]",https://api.railradar.in/api/v1/trains/13530/average-delay|https://api.railradar.in/api/v1/trains/13530?dataType=static|https://api.railradar.in/api/v1/trains/list?q=13530
20241,False,,404,,search returned 50 candidates,"[{""train_number"": ""00101"", ""train_name"": ""DSJ-DSJ GOLDEN TRIANGLE"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 1}, {""train_number"": ""00102"", ""train_name"": ""DSJ SPIRITUAL ODYSSEY"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 2}, {""train_number"": ""00111"", ""train_name"": ""BIRD-SGTY RAPID CARGO"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 3}, {""train_number"": ""00112"", ""train_name"": ""AJNI RAPID PARCEL"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 4}]",https://api.railradar.in/api/v1/trains/20241/average-delay|https://api.railradar.in/api/v1/trains/20241?dataType=static|https://api.railradar.in/api/v1/trains/list?q=20241
24253,False,,404,,search returned 50 candidates,"[{""train_number"": ""00101"", ""train_name"": ""DSJ-DSJ GOLDEN TRIANGLE"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 1}, {""train_number"": ""00102"", ""train_name"": ""DSJ SPIRITUAL ODYSSEY"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 2}, {""train_number"": ""00111"", ""train_name"": ""BIRD-SGTY RAPID CARGO"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 3}, {""train_number"": ""00112"", ""train_name"": ""AJNI RAPID PARCEL"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 4}]",https://api.railradar.in/api/v1/trains/24253/average-delay|https://api.railradar.in/api/v1/trains/24253?dataType=static|https://api.railradar.in/api/v1/trains/list?q=24253
23313,False,,404,,search returned 50 candidates,"[{""train_number"": ""00101"", ""train_name"": ""DSJ-DSJ GOLDEN TRIANGLE"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 1}, {""train_number"": ""00102"", ""train_name"": ""DSJ SPIRITUAL ODYSSEY"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 2}, {""train_number"": ""00111"", ""train_name"": ""BIRD-SGTY RAPID CARGO"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 3}, {""train_number"": ""00112"", ""train_name"": ""AJNI RAPID PARCEL"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 4}]",https://api.railradar.in/api/v1/trains/23313/average-delay|https://api.railradar.in/api/v1/trains/23313?dataType=static|https://api.railradar.in/api/v1/trains/list?q=23313
20366,False,,404,,search returned 50 candidates,"[{""train_number"": ""00101"", ""train_name"": ""DSJ-DSJ GOLDEN TRIANGLE"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 1}, {""train_number"": ""00102"", ""train_name"": ""DSJ SPIRITUAL ODYSSEY"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 2}, {""train_number"": ""00111"", ""train_name"": ""BIRD-SGTY RAPID CARGO"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 3}, {""train_number"": ""00112"", ""train_name"": ""AJNI RAPID PARCEL"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 4}]",https://api.railradar.in/api/v1/trains/20366/average-delay|https://api.railradar.in/api/v1/trains/20366?dataType=static|https://api.railradar.in/api/v1/trains/list?q=20366
18680,False,,404,,search returned 50 candidates,"[{""train_number"": ""00101"", ""train_name"": ""DSJ-DSJ GOLDEN TRIANGLE"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 1}, {""train_number"": ""00102"", ""train_name"": ""DSJ SPIRITUAL ODYSSEY"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 2}, {""train_number"": ""00111"", ""train_name"": ""BIRD-SGTY RAPID CARGO"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 3}, {""train_number"": ""00112"", ""train_name"": ""AJNI RAPID PARCEL"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 4}]",https://api.railradar.in/api/v1/trains/18680/average-delay|https://api.railradar.in/api/v1/trains/18680?dataType=static|https://api.railradar.in/api/v1/trains/list?q=18680
27398,False,,404,,search returned 50 candidates,"[{""train_number"": ""00101"", ""train_name"": ""DSJ-DSJ GOLDEN TRIANGLE"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 1}, {""train_number"": ""00102"", ""train_name"": ""DSJ SPIRITUAL ODYSSEY"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 2}, {""train_number"": ""00111"", ""train_name"": ""BIRD-SGTY RAPID CARGO"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 3}, {""train_number"": ""00112"", ""train_name"": ""AJNI RAPID PARCEL"", ""type"": null, ""zone"": null, ""source_station_code"": null, ""destination_station_code"": null, ""distance_km"": null, ""avg_speed_kmph"": null, ""rnum"": 4}]",https://api.railradar.in/api/v1/trains/27398/average-delay|https://api.railradar.in/api/v1/trains/27398?dataType=static|https://api.railradar.in/api/v1/trains/list?q=27398
