parent_train_id,parent_train_name,source_code,destination_code,distance_km,day_of_week,month,weather_condition,season,price,parent_distance,parent_avg_delay,avg_delay_min
14065,NARAYANADRI EXP,NDPU,TDD,29.0,5,11,Foggy,Autumn,883.0,562.0,62.54,3.227153024911032
25224,CIRCAR EXPRESS,AKVD,THY,46.0,6,6,Clear,Monsoon,787.0,870.0,47.88,2.531586206896552
25224,CIRCAR EXPRESS,THY,ASP,60.0,6,6,Clear,Monsoon,787.0,870.0,47.88,3.3020689655172415
25224,CIRCAR EXPRESS,ASP,DMT,97.0,6,6,Clear,Monsoon,787.0,870.0,47.88,5.338344827586208
25224,CIRCAR EXPRESS,DMT,SAB,83.0,6,6,Clear,Monsoon,787.0,870.0,47.88,4.567862068965518
25224,CIRCAR EXPRESS,SAB,STVA,46.0,6,6,Clear,Monsoon,787.0,870.0,47.88,2.531586206896552
25224,CIRCAR EXPRESS,STVA,TKU,89.0,6,6,Clear,Monsoon,787.0,870.0,47.88,4.898068965517242
25224,CIRCAR EXPRESS,TKU,GWM,81.0,6,6,Clear,Monsoon,787.0,870.0,47.88,4.457793103448276
25224,CIRCAR EXPRESS,GWM,KJJ,68.0,6,6,Clear,Monsoon,787.0,870.0,47.88,3.7423448275862072
25224,CIRCAR EXPRESS,KJJ,KMQA,50.0,6,6,Clear,Monsoon,787.0,870.0,47.88,2.7517241379310344
25224,CIRCAR EXPRESS,KMQA,PUN,100.0,6,6,Clear,Monsoon,787.0,870.0,47.88,5.503448275862069
25224,CIRCAR EXPRESS,PUN,TCNR,70.0,6,6,Clear,Monsoon,787.0,870.0,47.88,3.8524137931034486
25224,CIRCAR EXPRESS,TCNR,PDU,80.0,6,6,Clear,Monsoon,787.0,870.0,47.88,4.402758620689656
18727,PRASHANTI EXP,ULM,RLO,60.0,4,6,Cloudy,Monsoon,533.0,477.0,102.5,12.89308176100629
18727,PRASHANTI EXP,RLO,HCM,85.0,4,6,Cloudy,Monsoon,533.0,477.0,102.5,18.265199161425578
18727,PRASHANTI EXP,HCM,UKD,86.0,4,6,Cloudy,Monsoon,533.0,477.0,102.5,18.48008385744235
18727,PRASHANTI EXP,UKD,HVM,20.0,4,6,Cloudy,Monsoon,533.0,477.0,102.5,4.29769392033543
18727,PRASHANTI EXP,HVM,BKPT,25.0,4,6,Cloudy,Monsoon,533.0,477.0,102.5,5.372117400419287
18727,PRASHANTI EXP,BKPT,TKPY,15.0,4,6,Cloudy,Monsoon,533.0,477.0,102.5,3.2232704402515724
18727,PRASHANTI EXP,TKPY,VJA,66.0,4,6,Cloudy,Monsoon,533.0,477.0,102.5,14.182389937106917
18727,PRASHANTI EXP,VJA,ANB,33.0,4,6,Cloudy,Monsoon,533.0,477.0,102.5,7.0911949685534585
18727,PRASHANTI EXP,ANB,ODUR,87.0,4,6,Cloudy,Monsoon,533.0,477.0,102.5,18.69496855345912
29054,KRISHNA EXPRESS,TNKU,BVM,96.0,7,9,Clear,Monsoon,1320.0,780.0,119.0,14.646153846153847
29054,KRISHNA EXPRESS,BVM,KUMU,89.0,7,9,Clear,Monsoon,1320.0,780.0,119.0,13.578205128205127
29054,KRISHNA EXPRESS,KUMU,MPL,65.0,7,9,Clear,Monsoon,1320.0,780.0,119.0,9.916666666666666
29054,KRISHNA EXPRESS,MPL,KLKA,52.0,7,9,Clear,Monsoon,1320.0,780.0,119.0,7.933333333333334
29054,KRISHNA EXPRESS,KLKA,PGU,99.0,7,9,Clear,Monsoon,1320.0,780.0,119.0,15.103846153846153
29054,KRISHNA EXPRESS,PGU,RAM,64.0,7,9,Clear,Monsoon,1320.0,780.0,119.0,9.764102564102565
29054,KRISHNA EXPRESS,RAM,RMV,66.0,7,9,Clear,Monsoon,1320.0,780.0,119.0,10.069230769230769
29054,KRISHNA EXPRESS,RMV,KEF,97.0,7,9,Clear,Monsoon,1320.0,780.0,119.0,14.798717948717949
29054,KRISHNA EXPRESS,KEF,BVO,68.0,7,9,Clear,Monsoon,1320.0,780.0,119.0,10.374358974358973
29054,KRISHNA EXPRESS,BVO,AKAH,84.0,7,9,Clear,Monsoon,1320.0,780.0,119.0,12.815384615384616
15553,GNT NS EXP,MIPM,CPL,74.0,5,3,Windy,Summer,181.0,626.0,117.4,13.877955271565495
15553,GNT NS EXP,CPL,TIU,74.0,5,3,Windy,Summer,181.0,626.0,117.4,13.877955271565495
15553,GNT NS EXP,TIU,NYP,60.0,5,3,Windy,Summer,181.0,626.0,117.4,11.252396166134185
15553,GNT NS EXP,NYP,KOU,71.0,5,3,Windy,Summer,181.0,626.0,117.4,13.315335463258787
15553,GNT NS EXP,KOU,CKV,35.0,5,3,Windy,Summer,181.0,626.0,117.4,6.563897763578275
15553,GNT NS EXP,CKV,BVRM,46.0,5,3,Windy,Summer,181.0,626.0,117.4,8.626837060702876
15553,GNT NS EXP,BVRM,PUMU,20.0,5,3,Windy,Summer,181.0,626.0,117.4,3.7507987220447285
15553,GNT NS EXP,PUMU,NLS,39.0,5,3,Windy,Summer,181.0,626.0,117.4,7.31405750798722
15553,GNT NS EXP,NLS,TNRU,16.0,5,3,Windy,Summer,181.0,626.0,117.4,3.000638977635783
15553,GNT NS EXP,TNRU,DVD,15.0,5,3,Windy,Summer,181.0,626.0,117.4,2.813099041533546
15553,GNT NS EXP,DVD,CU,21.0,5,3,Windy,Summer,181.0,626.0,117.4,3.938338658146965
15553,GNT NS EXP,CU,RPCA,60.0,5,3,Windy,Summer,181.0,626.0,117.4,11.252396166134185
15553,GNT NS EXP,RPCA,SYM,95.0,5,3,Windy,Summer,181.0,626.0,117.4,17.81629392971246
15988,PRASHANTI EXP,GVL,NCE,49.0,2,5,Cloudy,Summer,1590.0,581.0,26.15,2.2054216867469876
15988,PRASHANTI EXP,NCE,PSPY,86.0,2,5,Cloudy,Summer,1590.0,581.0,26.15,3.8707401032702236
15988,PRASHANTI EXP,PSPY,PGRL,39.0,2,5,Cloudy,Summer,1590.0,581.0,26.15,1.7553356282271946
15988,PRASHANTI EXP,PGRL,NS,69.0,2,5,Cloudy,Summer,1590.0,581.0,26.15,3.1055938037865745
15988,PRASHANTI EXP,NS,YPD,62.0,2,5,Cloudy,Summer,1590.0,581.0,26.15,2.7905335628227195
15988,PRASHANTI EXP,YPD,NOSM,52.0,2,5,Cloudy,Summer,1590.0,581.0,26.15,2.340447504302926
15988,PRASHANTI EXP,NOSM,SVF,50.0,2,5,Cloudy,Summer,1590.0,581.0,26.15,2.250430292598967
15988,PRASHANTI EXP,SVF,VJA,82.0,2,5,Cloudy,Summer,1590.0,581.0,26.15,3.690705679862306
15988,PRASHANTI EXP,VJA,GPY,92.0,2,5,Cloudy,Summer,1590.0,581.0,26.15,4.1407917383821
26811,AMARAVATI EXP,BTVA,RLO,69.0,4,10,Rainy,Autumn,2347.0,907.0,14.02,1.0665711135611906
26811,AMARAVATI EXP,RLO,ATP,78.0,4,10,Rainy,Autumn,2347.0,907.0,14.02,1.205689084895259
26811,AMARAVATI EXP,ATP,AKAT,15.0,4,10,Rainy,Autumn,2347.0,907.0,14.02,0.23186328555678062
26811,AMARAVATI EXP,AKAT,SCM,33.0,4,10,Rainy,Autumn,2347.0,907.0,14.02,0.5100992282249174
26811,AMARAVATI EXP,SCM,KNRT,65.0,4,10,Rainy,Autumn,2347.0,907.0,14.02,1.0047409040793827
26811,AMARAVATI EXP,KNRT,PDL,66.0,4,10,Rainy,Autumn,2347.0,907.0,14.02,1.0201984564498348
26811,AMARAVATI EXP,PDL,BMH,64.0,4,10,Rainy,Autumn,2347.0,907.0,14.02,0.9892833517089306
26811,AMARAVATI EXP,BMH,NLPD,43.0,4,10,Rainy,Autumn,2347.0,907.0,14.02,0.6646747519294376
26811,AMARAVATI EXP,NLPD,NG,64.0,4,10,Rainy,Autumn,2347.0,907.0,14.02,0.9892833517089306
26811,AMARAVATI EXP,NG,GVMH,25.0,4,10,Rainy,Autumn,2347.0,907.0,14.02,0.386438809261301
26811,AMARAVATI EXP,GVMH,PUMU,46.0,4,10,Rainy,Autumn,2347.0,907.0,14.02,0.7110474090407938
26811,AMARAVATI EXP,PUMU,DKSA,70.0,4,10,Rainy,Autumn,2347.0,907.0,14.02,1.0820286659316427
26811,AMARAVATI EXP,DKSA,DVD,100.0,4,10,Rainy,Autumn,2347.0,907.0,14.02,1.545755237045204
26811,AMARAVATI EXP,DVD,RPL,77.0,4,10,Rainy,Autumn,2347.0,907.0,14.02,1.190231532524807
26811,AMARAVATI EXP,RPL,KLKA,42.0,4,10,Rainy,Autumn,2347.0,907.0,14.02,0.6492171995589857
26811,AMARAVATI EXP,KLKA,PRDT,50.0,4,10,Rainy,Autumn,2347.0,907.0,14.02,0.772877618522602
15390,CHARMINAR EXP,MAG,CCT,18.0,1,7,Humid,Monsoon,2454.0,905.0,118.23,2.35153591160221
15390,CHARMINAR EXP,CCT,KJJ,90.0,1,7,Humid,Monsoon,2454.0,905.0,118.23,11.75767955801105
15390,CHARMINAR EXP,KJJ,NUJ,87.0,1,7,Humid,Monsoon,2454.0,905.0,118.23,11.365756906077348
15390,CHARMINAR EXP,NUJ,NLPD,50.0,1,7,Humid,Monsoon,2454.0,905.0,118.23,6.5320441988950275
15390,CHARMINAR EXP,NLPD,PGRL,94.0,1,7,Humid,Monsoon,2454.0,905.0,118.23,12.280243093922653
15390,CHARMINAR EXP,PGRL,ANV,63.0,1,7,Humid,Monsoon,2454.0,905.0,118.23,8.230375690607735
15390,CHARMINAR EXP,ANV,ATP,49.0,1,7,Humid,Monsoon,2454.0,905.0,118.23,6.401403314917127
15390,CHARMINAR EXP,ATP,VRVL,37.0,1,7,Humid,Monsoon,2454.0,905.0,118.23,4.833712707182321
15390,CHARMINAR EXP,VRVL,PGDI,65.0,1,7,Humid,Monsoon,2454.0,905.0,118.23,8.491657458563536
15390,CHARMINAR EXP,PGDI,MOO,87.0,1,7,Humid,Monsoon,2454.0,905.0,118.23,11.365756906077348
15390,CHARMINAR EXP,MOO,PPM,52.0,1,7,Humid,Monsoon,2454.0,905.0,118.23,6.793325966850829
15390,CHARMINAR EXP,PPM,NDKD,93.0,1,7,Humid,Monsoon,2454.0,905.0,118.23,12.149602209944751
15390,CHARMINAR EXP,NDKD,PAP,51.0,1,7,Humid,Monsoon,2454.0,905.0,118.23,6.662685082872929
15390,CHARMINAR EXP,PAP,VKZ,53.0,1,7,Humid,Monsoon,2454.0,905.0,118.23,6.923966850828729
15390,CHARMINAR EXP,VKZ,GPY,16.0,1,7,Humid,Monsoon,2454.0,905.0,118.23,2.0902541436464093
24507,TIRUMALA EXP,BZA,SF,68.0,7,2,Cloudy,Winter,824.0,767.0,51.02,4.523285528031291
24507,TIRUMALA EXP,SF,KCI,40.0,7,2,Cloudy,Winter,824.0,767.0,51.02,2.660756192959583
24507,TIRUMALA EXP,KCI,VPU,57.0,7,2,Cloudy,Winter,824.0,767.0,51.02,3.7915775749674054
24507,TIRUMALA EXP,VPU,RPL,84.0,7,2,Cloudy,Winter,824.0,767.0,51.02,5.5875880052151246
24507,TIRUMALA EXP,RPL,KRY,30.0,7,2,Cloudy,Winter,824.0,767.0,51.02,1.9955671447196872
24507,TIRUMALA EXP,KRY,BVO,64.0,7,2,Cloudy,Winter,824.0,767.0,51.02,4.257209908735333
24507,TIRUMALA EXP,BVO,RDG,46.0,7,2,Cloudy,Winter,824.0,767.0,51.02,3.0598696219035206
24507,TIRUMALA EXP,RDG,BVRT,18.0,7,2,Cloudy,Winter,824.0,767.0,51.02,1.1973402868318124
24507,TIRUMALA EXP,BVRT,NLS,27.0,7,2,Cloudy,Winter,824.0,767.0,51.02,1.7960104302477184
24507,TIRUMALA EXP,NLS,MBL,16.0,7,2,Cloudy,Winter,824.0,767.0,51.02,1.0643024771838332
24507,TIRUMALA EXP,MBL,KPL,85.0,7,2,Cloudy,Winter,824.0,767.0,51.02,5.654106910039114
24507,TIRUMALA EXP,KPL,TMC,76.0,7,2,Cloudy,Winter,824.0,767.0,51.02,5.055436766623207
24507,TIRUMALA EXP,TMC,PYA,84.0,7,2,Cloudy,Winter,824.0,767.0,51.02,5.5875880052151246
24507,TIRUMALA EXP,PYA,PTT,72.0,7,2,Cloudy,Winter,824.0,767.0,51.02,4.7893611473272495
29012,SEVEN HILLS EXP,POA,HAQ,67.0,3,11,Humid,Autumn,748.0,649.0,75.56,7.800493066255778
29012,SEVEN HILLS EXP,HAQ,TPW,69.0,3,11,Humid,Autumn,748.0,649.0,75.56,8.033343605546996
29012,SEVEN HILLS EXP,TPW,BMD,46.0,3,11,Humid,Autumn,748.0,649.0,75.56,5.355562403697998
29012,SEVEN HILLS EXP,BMD,CEL,66.0,3,11,Humid,Autumn,748.0,649.0,75.56,7.6840677966101705
29012,SEVEN HILLS EXP,CEL,NLA,29.0,3,11,Humid,Autumn,748.0,649.0,75.56,3.3763328197226503
29012,SEVEN HILLS EXP,NLA,CCI,20.0,3,11,Humid,Autumn,748.0,649.0,75.56,2.328505392912173
29012,SEVEN HILLS EXP,CCI,VGH,63.0,3,11,Humid,Autumn,748.0,649.0,75.56,7.334791987673343
29012,SEVEN HILLS EXP,VGH,VND,70.0,3,11,Humid,Autumn,748.0,649.0,75.56,8.149768875192605
29012,SEVEN HILLS EXP,VND,KPLH,33.0,3,11,Humid,Autumn,748.0,649.0,75.56,3.8420338983050852
29012,SEVEN HILLS EXP,KPLH,KVR,56.0,3,11,Humid,Autumn,748.0,649.0,75.56,6.519815100154084
29012,SEVEN HILLS EXP,KVR,ANB,89.0,3,11,Humid,Autumn,748.0,649.0,75.56,10.36184899845917
29012,SEVEN HILLS EXP,ANB,PKD,41.0,3,11,Humid,Autumn,748.0,649.0,75.56,4.773436055469954
21679,CIRCAR EXPRESS,CGI,GJJ,98.0,3,8,Windy,Monsoon,1703.0,938.0,58.53,6.115074626865671
21679,CIRCAR EXPRESS,GJJ,PYX,77.0,3,8,Windy,Monsoon,1703.0,938.0,58.53,4.804701492537314
21679,CIRCAR EXPRESS,PYX,BZA,89.0,3,8,Windy,Monsoon,1703.0,938.0,58.53,5.553486140724947
21679,CIRCAR EXPRESS,BZA,HAQ,70.0,3,8,Windy,Monsoon,1703.0,938.0,58.53,4.367910447761194
21679,CIRCAR EXPRESS,HAQ,PGU,84.0,3,8,Windy,Monsoon,1703.0,938.0,58.53,5.241492537313433
21679,CIRCAR EXPRESS,PGU,SF,33.0,3,8,Windy,Monsoon,1703.0,938.0,58.53,2.0591577825159915
21679,CIRCAR EXPRESS,SF,TNRU,73.0,3,8,Windy,Monsoon,1703.0,938.0,58.53,4.555106609808103
21679,CIRCAR EXPRESS,TNRU,GVL,46.0,3,8,Windy,Monsoon,1703.0,938.0,58.53,2.8703411513859276
21679,CIRCAR EXPRESS,GVL,UNDI,29.0,3,8,Windy,Monsoon,1703.0,938.0,58.53,1.8095628997867803
21679,CIRCAR EXPRESS,UNDI,CIV,80.0,3,8,Windy,Monsoon,1703.0,938.0,58.53,4.991897654584222
21679,CIRCAR EXPRESS,CIV,MOO,38.0,3,8,Windy,Monsoon,1703.0,938.0,58.53,2.3711513859275053
21679,CIRCAR EXPRESS,MOO,PKD,58.0,3,8,Windy,Monsoon,1703.0,938.0,58.53,3.6191257995735606
21679,CIRCAR EXPRESS,PKD,NRE,30.0,3,8,Windy,Monsoon,1703.0,938.0,58.53,1.8719616204690832
21679,CIRCAR EXPRESS,NRE,VND,38.0,3,8,Windy,Monsoon,1703.0,938.0,58.53,2.3711513859275053
21679,CIRCAR EXPRESS,VND,NML,95.0,3,8,Windy,Monsoon,1703.0,938.0,58.53,5.927878464818764
18638,BNC - HTE WE,BNC,KJM,9.0,6,12,Humid,Winter,378.0,1884.0,2.08,0.009936305732484076
18638,BNC - HTE WE,KJM,JTJ,134.0,6,12,Humid,Winter,378.0,1884.0,2.08,0.14794055201698514
18638,BNC - HTE WE,JTJ,KPD,84.0,6,12,Humid,Winter,378.0,1884.0,2.08,0.09273885350318471
18638,BNC - HTE WE,KPD,CTO,33.0,6,12,Humid,Winter,378.0,1884.0,2.08,0.03643312101910828
18638,BNC - HTE WE,CTO,PAK,30.0,6,12,Humid,Winter,378.0,1884.0,2.08,0.033121019108280254
18638,BNC - HTE WE,PAK,TPTY,42.0,6,12,Humid,Winter,378.0,1884.0,2.08,0.046369426751592356
18638,BNC - HTE WE,TPTY,RU,10.0,6,12,Humid,Winter,378.0,1884.0,2.08,0.011040339702760084
18638,BNC - HTE WE,RU,GDR,83.0,6,12,Humid,Winter,378.0,1884.0,2.08,0.0916348195329087
18638,BNC - HTE WE,GDR,NLR,38.0,6,12,Humid,Winter,378.0,1884.0,2.08,0.041953290870488325
18638,BNC - HTE WE,NLR,BZA,255.0,6,12,Humid,Winter,378.0,1884.0,2.08,0.28152866242038216
18638,BNC - HTE WE,BZA,RJY,149.0,6,12,Humid,Winter,378.0,1884.0,2.08,0.16450106157112526
18638,BNC - HTE WE,RJY,SLO,50.0,6,12,Humid,Winter,378.0,1884.0,2.08,0.055201698513800426
18638,BNC - HTE WE,SLO,VSKP,151.0,6,12,Humid,Winter,378.0,1884.0,2.08,0.16670912951167727
18638,BNC - HTE WE,VSKP,VZM,61.0,6,12,Humid,Winter,378.0,1884.0,2.08,0.06734607218683653
18638,BNC - HTE WE,VZM,VBL,53.0,6,12,Humid,Winter,378.0,1884.0,2.08,0.058513800424628455
18638,BNC - HTE WE,VBL,PVP,24.0,6,12,Humid,Winter,378.0,1884.0,2.08,0.026496815286624207
18638,BNC - HTE WE,PVP,RGDA,47.0,6,12,Humid,Winter,378.0,1884.0,2.08,0.051889596602972404
18638,BNC - HTE WE,RGDA,MNGD,53.0,6,12,Humid,Winter,378.0,1884.0,2.08,0.058513800424628455
18638,BNC - HTE WE,MNGD,KSNG,73.0,6,12,Humid,Winter,378.0,1884.0,2.08,0.08059447983014861
18638,BNC - HTE WE,KSNG,TIG,13.0,6,12,Humid,Winter,378.0,1884.0,2.08,0.014352441613588111
18638,BNC - HTE WE,TIG,BLGR,64.0,6,12,Humid,Winter,378.0,1884.0,2.08,0.07065817409766455
18638,BNC - HTE WE,BLGR,BRGA,75.0,6,12,Humid,Winter,378.0,1884.0,2.08,0.08280254777070063
18638,BNC - HTE WE,BRGA,SBP,43.0,6,12,Humid,Winter,378.0,1884.0,2.08,0.047473460721868366
18638,BNC - HTE WE,SBP,JSG,48.0,6,12,Humid,Winter,378.0,1884.0,2.08,0.052993630573248414
18638,BNC - HTE WE,JSG,ROU,102.0,6,12,Humid,Winter,378.0,1884.0,2.08,0.11261146496815287
18638,BNC - HTE WE,ROU,HTE,160.0,6,12,Humid,Winter,378.0,1884.0,2.08,0.17664543524416135
13870,PINAKINI EXP,SKM,SVF,66.0,5,9,Cloudy,Monsoon,248.0,967.0,62.21,4.2459772492244054
13870,PINAKINI EXP,SVF,KVLS,16.0,5,9,Cloudy,Monsoon,248.0,967.0,62.21,1.0293278179937952
13870,PINAKINI EXP,KVLS,TDK,75.0,5,9,Cloudy,Monsoon,248.0,967.0,62.21,4.824974146845916
13870,PINAKINI EXP,TDK,MUK,48.0,5,9,Cloudy,Monsoon,248.0,967.0,62.21,3.0879834539813857
13870,PINAKINI EXP,MUK,KUK,86.0,5,9,Cloudy,Monsoon,248.0,967.0,62.21,5.532637021716649
13870,PINAKINI EXP,KUK,PDT,39.0,5,9,Cloudy,Monsoon,248.0,967.0,62.21,2.5089865563598757
13870,PINAKINI EXP,PDT,NYP,86.0,5,9,Cloudy,Monsoon,248.0,967.0,62.21,5.532637021716649
13870,PINAKINI EXP,NYP,KTV,93.0,5,9,Cloudy,Monsoon,248.0,967.0,62.21,5.982967942088935
13870,PINAKINI EXP,KTV,AKU,35.0,5,9,Cloudy,Monsoon,248.0,967.0,62.21,2.251654601861427
13870,PINAKINI EXP,AKU,GPU,60.0,5,9,Cloudy,Monsoon,248.0,967.0,62.21,3.859979317476732
13870,PINAKINI EXP,GPU,RML,17.0,5,9,Cloudy,Monsoon,248.0,967.0,62.21,1.0936608066184075
13870,PINAKINI EXP,RML,GJJ,63.0,5,9,Cloudy,Monsoon,248.0,967.0,62.21,4.052978283350569
13870,PINAKINI EXP,GJJ,PUDI,78.0,5,9,Cloudy,Monsoon,248.0,967.0,62.21,5.017973112719751
13870,PINAKINI EXP,PUDI,GTL,63.0,5,9,Cloudy,Monsoon,248.0,967.0,62.21,4.052978283350569
13870,PINAKINI EXP,GTL,KRAP,59.0,5,9,Cloudy,Monsoon,248.0,967.0,62.21,3.79564632885212
13870,PINAKINI EXP,KRAP,TIM,83.0,5,9,Cloudy,Monsoon,248.0,967.0,62.21,5.339638055842813
26940,AMARAVATI EXP,GID,NDM,30.0,5,2,Clear,Winter,1025.0,634.0,93.99,4.447476340694005
26940,AMARAVATI EXP,NDM,GNT,72.0,5,2,Clear,Winter,1025.0,634.0,93.99,10.673943217665615
26940,AMARAVATI EXP,GNT,SIE,60.0,5,2,Clear,Winter,1025.0,634.0,93.99,8.89495268138801
26940,AMARAVATI EXP,SIE,TU,32.0,5,2,Clear,Winter,1025.0,634.0,93.99,4.74397476340694
26940,AMARAVATI EXP,TU,LIN,92.0,5,2,Clear,Winter,1025.0,634.0,93.99,13.638927444794954
26940,AMARAVATI EXP,LIN,BPY,86.0,5,2,Clear,Winter,1025.0,634.0,93.99,12.74943217665615
26940,AMARAVATI EXP,BPY,BVO,49.0,5,2,Clear,Winter,1025.0,634.0,93.99,7.264211356466877
26940,AMARAVATI EXP,BVO,TLU,67.0,5,2,Clear,Winter,1025.0,634.0,93.99,9.93269716088328
26940,AMARAVATI EXP,TLU,KDUH,54.0,5,2,Clear,Winter,1025.0,634.0,93.99,8.00545741324921
26940,AMARAVATI EXP,KDUH,SVPM,92.0,5,2,Clear,Winter,1025.0,634.0,93.99,13.638927444794954
25701,INTERCITY EXP,KLU,VMU,50.0,1,3,Rainy,Summer,868.0,357.0,67.33,9.429971988795518
25701,INTERCITY EXP,VMU,KGL,52.0,1,3,Rainy,Summer,868.0,357.0,67.33,9.80717086834734
25701,INTERCITY EXP,KGL,ODUR,74.0,1,3,Rainy,Summer,868.0,357.0,67.33,13.956358543417368
25701,INTERCITY EXP,ODUR,PLU,55.0,1,3,Rainy,Summer,868.0,357.0,67.33,10.37296918767507
25701,INTERCITY EXP,PLU,TEK,16.0,1,3,Rainy,Summer,868.0,357.0,67.33,3.017591036414566
25701,INTERCITY EXP,TEK,CLPE,35.0,1,3,Rainy,Summer,868.0,357.0,67.33,6.600980392156862
25701,INTERCITY EXP,CLPE,BNL,75.0,1,3,Rainy,Summer,868.0,357.0,67.33,14.144957983193278
13530,VANDE BHARAT,CU,GLP,37.0,2,8,Humid,Monsoon,130.0,902.0,4.09,0.16777161862527717
13530,VANDE BHARAT,GLP,SGDM,58.0,2,8,Humid,Monsoon,130.0,902.0,4.09,0.26299334811529934
13530,VANDE BHARAT,SGDM,BTTR,81.0,2,8,Humid,Monsoon,130.0,902.0,4.09,0.36728381374722835
13530,VANDE BHARAT,BTTR,DEL,50.0,2,8,Humid,Monsoon,130.0,902.0,4.09,0.22671840354767184
13530,VANDE BHARAT,DEL,MGPR,84.0,2,8,Humid,Monsoon,130.0,902.0,4.09,0.38088691796008867
13530,VANDE BHARAT,MGPR,KNRT,51.0,2,8,Humid,Monsoon,130.0,902.0,4.09,0.23125277161862526
13530,VANDE BHARAT,KNRT,BVM,94.0,2,8,Humid,Monsoon,130.0,902.0,4.09,0.42623059866962304
13530,VANDE BHARAT,BVM,PMD,26.0,2,8,Humid,Monsoon,130.0,902.0,4.09,0.11789356984478935
13530,VANDE BHARAT,PMD,VLD,32.0,2,8,Humid,Monsoon,130.0,902.0,4.09,0.14509977827050996
13530,VANDE BHARAT,VLD,KNLP,57.0,2,8,Humid,Monsoon,130.0,902.0,4.09,0.25845898004434587
13530,VANDE BHARAT,KNLP,COA,41.0,2,8,Humid,Monsoon,130.0,902.0,4.09,0.1859090909090909
