train_id,pred_rr_mean,pred_rr_mean_unc,pred_rr_std,pred_rr_std_unc,flag_mean,flag_std,flag_any
14930,23.039780780339846,15.430197904688136,17.397861572973515,9.557485604795213,True,True,True
19118,49.71499161498091,60.67154193118691,23.972465045614086,19.28176414009313,True,True,True
20768,26.16918685464344,33.46640431259038,19.522655177609995,19.319809678391984,True,True,True
26585,13.727388655998125,19.284689008633265,10.194169566505497,6.210518995777204,True,True,True
17428,24.069760634999273,15.7811446482321,18.298838308611042,9.391692534618771,True,True,True
18011,32.11015971485697,23.75855278207312,19.69563523727847,9.212828860008567,True,False,True
27093,39.068346412323166,39.019074183150686,22.00159020296766,12.800017708226415,True,True,True
15983,20.18184785376322,22.510291065334616,15.135896531310195,9.691259839903822,True,True,True
27034,42.20831575076392,40.02049974980275,23.799433830741837,20.496541656926645,True,True,True
26459,24.206649873067814,20.93178062049764,13.67090928998322,8.902999655428266,True,True,True
17362,29.33111515444318,34.75534665265693,22.121489676876525,22.053193938776015,True,True,True
25842,18.736512702883328,16.298393358773495,15.514319404305995,9.17067426984714,True,True,True
23848,43.159422896371815,36.03206338512768,29.436343143553277,31.293339885030083,True,True,True
18730,41.03602099607236,38.39922897846185,20.73405848260664,11.25895238097253,True,True,True
12212,93.83614737882937,70.27492991196416,41.49836353062362,29.906222558509324,True,True,True
15254,36.96985615327788,42.41128683898555,23.041981509042312,20.46242132575353,True,True,True
19405,23.205364087691336,26.71959600896024,30.07891575901143,40.98421571497794,True,True,True
25792,64.55453841784676,52.461302914025715,42.372604781022886,41.047107466620744,True,True,True
28203,50.23452592372033,43.84046934656286,38.19667935675244,39.005553668443014,True,True,True
24353,40.61079857972695,45.644641799313725,23.844807161919693,22.742917940888564,True,True,True
25547,26.76068412541269,26.4012001384545,18.75490985286986,10.74381475723665,True,True,True
26857,23.29999223200394,26.62799726199831,18.275823381205893,11.188913569914758,True,True,True
29275,40.61906964598441,46.2495122389553,21.49480273945453,14.063407402171327,True,True,True
13044,51.34733125078028,35.9645330815495,26.44241500587218,12.743645347825316,True,False,True
16895,44.46865726857,61.03197592273596,23.094624290675327,26.756072761134075,True,True,True
19857,19.692988495307258,24.7411446145811,15.30331867075208,10.192171969230305,True,True,True
20767,26.490698397381575,27.5735744839916,29.76567598229383,39.80829128016833,True,True,True
17647,29.587325751455634,18.283958024277794,18.704952097217404,9.325915906252119,True,False,True
19980,48.56148614930491,40.287768838698256,34.932590845191136,30.85949566894576,True,True,True
22819,24.614395062838817,15.963398192699502,18.7916380688511,19.063214952369286,True,True,True
12386,20.20674327082404,20.824111323919865,13.702996707751403,10.079380856620203,True,True,True
13610,25.663878825518783,21.290248909715306,19.247269786191758,10.12991161439157,True,True,True
19149,17.126108298055968,10.045425619271645,14.396120976622203,8.04053976041074,True,True,True
16555,22.70497380675879,22.47849536097742,15.78457271386233,9.761261917172014,True,True,True
25372,27.323331722301987,28.504426296693527,17.861420685795736,10.674737479071101,True,True,True
28190,35.80675386624171,26.566339256593697,19.787156521165482,11.172503070100726,True,True,True
25185,23.05141917771893,19.923561737144244,16.171266752874793,9.874275771890282,True,True,True
16082,30.624113650129793,29.27059675068806,20.52990080055953,11.17130760656615,True,True,True
26800,39.31273667926347,37.726285249660044,29.755685030758276,28.691242962570026,True,True,True
21041,48.14745253766716,54.93146506910244,24.851540829839305,26.40096014259787,True,True,True
20126,31.489433034044975,29.69326297975662,21.998703670791443,12.94075850054547,True,True,True
13766,19.02762250838818,17.630386394824615,16.377482448460835,10.10605665246019,True,True,True
17587,31.94809333472623,42.42467675827009,21.30564722797554,18.011256742276984,True,True,True
27747,14.92124555421679,8.62817942825243,13.933082902772007,7.836010682226744,True,True,True
21979,34.49970972163392,31.061566502487217,21.343437929779355,11.103667820332497,True,True,True
24869,22.336477220221095,26.510721368650287,13.173849031838373,9.955961240967524,True,True,True
25889,15.009294339426331,11.795021690663495,12.13006606384081,6.388581185959777,True,True,True
13471,28.267111494001956,30.40853900173265,21.744448991160365,12.318466048055404,True,True,True
22387,30.84751436980758,38.301080689418946,22.5995338604605,29.887064392064108,True,True,True
16485,23.232563354849418,29.73491142199842,16.698632706929324,10.482090259641609,True,True,True
12547,22.20320608883677,26.383693407030936,17.257793479805564,11.113436999950789,True,True,True
14804,29.317020095848434,20.136908481491893,17.691000727408284,8.311149264017624,True,False,True
22721,23.501568203023865,20.300481593235908,18.79740829276787,19.313046218323205,True,True,True
21141,24.117913675289973,27.63172886729497,17.49814577473296,11.046925413820535,True,True,True
14665,20.22620199316499,19.20195446184384,16.085955708121045,10.361381942873928,True,True,True
18717,22.21961075552815,23.39745720155382,17.9157420748394,10.721185889336391,True,True,True
29244,46.41220200193808,42.54686412022815,21.17810181316632,11.922700882650968,True,True,True
12619,56.43481540034206,53.43483511704982,32.126576633735375,34.57269280755145,True,True,True
18066,26.191154739503304,21.19919982327632,19.3225066365439,10.162884122527903,True,True,True
13789,25.42847355669867,29.226285501825473,19.244810897687277,12.040999532229453,True,True,True
26909,28.45983793368782,32.05623927675281,18.359697883843925,11.919108426706195,True,True,True
15868,21.869506128861964,21.06277488149641,15.574792651718628,9.967427406403228,True,True,True
28699,24.465216176899375,26.27904850898177,17.617818567829826,10.653537777095796,True,True,True
28936,54.59447136966105,52.63691251166329,22.633224095933798,14.38974707880328,True,True,True
28771,24.26084004987582,16.37891805811611,16.407782945593166,9.462435607423178,True,True,True
29848,32.686091448041786,37.45602462431303,20.209462304498356,10.78746324126928,True,True,True
25080,41.418132927529335,40.45640204909208,24.400964683236758,19.647692637176313,True,True,True
28441,33.70216642182039,42.126352649892034,26.903693827818564,30.61854974313614,True,True,True
12330,156.93201673637793,85.29915784205303,49.85497519367268,27.56815328901749,True,True,True
14931,24.135241380564324,26.24065231907141,17.516085346646975,10.545515978485154,True,True,True
14701,13.484177833405088,8.811422138069648,11.18192937133508,6.973251794607032,True,True,True
14941,26.22254811820919,19.813874135587113,16.64549599653177,8.589999659593076,True,True,True
14684,42.29381030855848,43.71153835754128,24.03258885122169,13.040190605491668,True,True,True
16207,27.744228727239523,31.784542115365255,20.26184529241534,16.321928992985544,True,True,True
22954,20.78059223616478,20.66891225335241,18.689106989192442,27.51921088434027,True,True,True
22622,19.869642987427014,26.686893531228332,15.953401656063198,9.705361990189507,True,True,True
25739,18.04393798824938,15.643035752815766,14.122359998757947,9.783762883608278,True,True,True
14832,63.334063191623954,68.71481024913471,33.708515869312535,29.2544510863178,True,True,True
28352,24.301055771301176,21.80476217373771,18.97260232263082,23.426593393962996,True,True,True
16065,27.1444657189694,24.48886274122614,20.69815633679077,11.244291728573437,True,True,True
29114,23.97539551572848,24.72498755386368,15.727018384745481,10.539295046451555,True,True,True
22645,54.0296957902658,47.07741023501869,48.07275223025896,37.513238827768426,True,True,True
28020,39.900853511818056,40.482751953978905,22.7374230472238,21.550682067557297,True,True,True
13873,32.75183232419489,37.73478868902964,19.379407373203335,10.164439779226047,True,True,True
29038,46.84601067259994,53.63375095565045,22.639344495486426,18.855913347896426,True,True,True
22219,22.18693748051327,31.67152853209946,17.710913919878063,12.000367273164096,True,True,True
14818,45.757215823560294,45.006645295818274,27.98039049484817,24.852278525379685,True,True,True
15228,46.76605635381735,36.414250271259455,42.30311893676965,29.30340955078357,True,True,True
20043,13.896307662981396,10.899578878125869,12.95245919881952,8.613181383921154,True,True,True
21127,22.789541534930734,15.838300883245832,14.797288519925994,8.869149060074447,True,True,True
20543,23.880419548553583,23.18603399565264,15.855251195432965,10.12858093776931,True,True,True
13166,44.4268817358272,42.89937322703424,20.876662620942557,10.274990594007424,True,False,True
20642,16.813351534957693,13.628881567329012,14.768950485475363,9.212793015704746,True,True,True
20673,18.51248544217913,20.65493023108475,16.823770826636128,11.070990898333216,True,True,True
17712,28.897568154304345,29.10404455250537,20.937802796732914,17.848841526406297,True,True,True
21223,16.258010501617914,11.160096013667985,15.03100433521823,8.412408552363202,True,True,True
13036,35.85069839356856,37.55470400608623,20.544221046067786,11.06632819977365,True,True,True
19663,30.022445615756084,33.05788793024987,26.482197474948816,28.483754745793227,True,True,True
29632,23.362166641784924,17.541405682573153,15.547984979352552,8.991785225000724,True,True,True
17437,24.63396694906505,24.740333041160778,18.63507570879562,11.044324453656893,True,True,True
21646,30.35501304565966,41.23910684568478,17.894609597437004,12.252001305594304,True,True,True
26180,38.21385838854219,45.18722540748942,22.030931105891973,14.010210012851154,True,True,True
16383,23.34564395581922,18.003323042118915,16.190087721165852,9.061365295957655,True,True,True
25425,33.897051021381884,39.1458991575575,22.69491635928119,18.65578360531341,True,True,True
14538,20.187852932134483,21.16583917434326,16.602556667399128,11.448579746874389,True,True,True
20311,29.620861350638826,34.956970516732696,20.067496923125887,14.62332480544332,True,True,True
25465,35.436473545220316,29.160577805725204,23.794700156020937,19.110207266812413,True,True,True
17276,21.289103294398732,23.593201324597942,16.563282886802046,10.356902719716814,True,True,True
19325,51.97041277872967,58.55239163822245,33.52848536113366,18.979529772505767,True,True,True
26758,22.906482679465448,28.156776193222978,22.82878815391518,35.957799813122946,True,True,True
20373,37.892755809195094,34.55744722263171,26.10976504588877,18.515297683379888,True,True,True
17659,28.357240342920168,16.478920489209393,14.695406564666483,8.775838655773228,True,True,True
24740,22.56921468100743,22.862713814057088,17.544794028598634,9.96830726815085,True,True,True
25089,23.24447483112902,17.8940927320659,18.04629895119686,10.354869536890604,True,True,True
26823,36.48944499620043,35.43079549261906,22.27274289011304,20.926416161926756,True,True,True
12093,29.919200469574722,34.09519862647457,18.33511801137486,9.926956753219656,True,True,True
29104,29.192402815464938,25.654566382297386,14.811074565882445,8.847107498812685,True,True,True
28863,25.73441899006675,23.873818263122374,16.08647387654453,11.23362542240611,True,True,True
28041,24.021449941599172,24.134754750162948,15.323854804581126,10.486484612433713,True,True,True
18327,25.92468566959592,19.9490116510392,16.445675718783626,9.447309380254854,True,True,True
15752,28.535191967162724,27.90465193794956,22.412694640839195,17.049470775486522,True,True,True
22397,34.05662251472351,41.818095255163996,20.912698739626798,19.20405747406684,True,True,True
24218,38.57437485903603,52.65291113315227,24.483762994445225,24.26826429385299,True,True,True
12862,24.280506072967526,19.041873207451584,18.561463496676357,9.771372075948753,True,True,True
12543,19.630389665246174,20.940827680888063,13.818670070968789,8.857738359265165,True,True,True
27462,45.17133362438984,34.7284368681506,24.270177609789457,12.760183365846572,True,True,True
13391,18.849698931944324,22.14765044616839,12.728783484359463,8.637505004111864,True,True,True
12475,44.803856220473556,41.70331600389526,39.75110397410103,34.7433854645324,True,True,True
16641,23.94179409470553,12.511978859002319,15.9550974809614,8.938558645160963,True,True,True
26335,19.178073553754842,17.59103584731327,14.11528067527142,8.027483594401467,True,True,True
12886,20.2020269925539,20.710194226613236,17.907280902676252,27.64796011355598,True,True,True
26389,24.74246131077973,25.120151123370874,16.368912297637355,10.132800839133296,True,True,True
28738,16.086024604505756,14.395213445986586,13.105869389713064,7.879540192892721,True,True,True
24934,57.88613116367198,52.676031500217505,27.627825063984528,18.201834325317677,True,True,True
18679,70.37099438795293,63.28692080447851,32.90502262497004,22.118408933095473,True,True,True
26708,46.99255152188002,49.725312245915134,30.802060515352547,34.0351288392605,True,True,True
18042,22.453692770754056,19.568459290477218,17.025408455783612,10.008233184291548,True,True,True
20303,20.402210097968716,20.997151506162687,16.409658376323172,18.657484358977253,True,True,True
17770,56.35240951983733,48.762264368385495,32.47985788425671,24.98570714336433,True,True,True
20804,32.53298823666942,20.649347778697432,21.999153269669495,11.789901729784454,True,True,True
15589,32.28018429453096,27.796509627565282,21.366125747753028,11.675415714677298,True,True,True
29735,54.78905924123172,53.980247904256395,26.205711444203843,20.36976184424313,True,True,True
17669,35.34723261912247,43.997083106060934,25.58648819308412,27.2114523538219,True,True,True
17646,45.33343433695184,57.57017608875761,21.3388184500417,13.075323251743725,True,True,True
26143,24.991094640264606,29.90710687637271,17.795685239764488,11.927961798699272,True,True,True
26511,57.33591343692739,66.65368932845075,30.474090095919276,30.249191145410286,True,True,True
13502,17.82213542701303,15.936916786425957,14.615714894318778,16.58253598362637,True,True,True
12305,70.9485704294638,63.89585275766217,50.2742022255988,30.081536691375486,True,True,True
18990,15.991964374809932,12.14899190965671,14.717147471110746,9.108292792791756,True,True,True
24775,28.622576828537262,26.691055280016982,17.95435443783629,9.489008718271952,True,True,True
29752,20.89703440489765,19.48916308612163,16.77127586357825,11.03636737366939,True,True,True
24269,22.070121615418785,22.990746013277736,15.529379891951333,10.312577521627057,True,True,True
26545,25.49838769076345,23.054210470095754,17.48050446629224,10.48063760188786,True,True,True
17806,24.735400604401455,22.71870504623539,13.266683525225961,7.885491997052129,True,True,True
18393,26.348519336689197,25.49284629088938,18.43904546064126,10.77282987861546,True,True,True
27209,35.45506436201422,37.564500066930904,22.537579517925337,18.43006751817245,True,True,True
17135,21.592468188073884,16.440842573234104,16.656447383778886,9.725161008017981,True,True,True
15008,26.398612191756737,23.4684839427888,22.425910198654318,30.149577161057486,True,True,True
16416,30.43226881495873,25.045735294559936,21.26277761576935,10.64584835909415,True,True,True
12524,153.26751925963288,90.1858770654144,47.60606504087231,18.642558548819117,True,False,True
12657,12.58733434699029,11.940138200206617,10.00128593324921,5.904390032532244,True,True,True
18041,28.94678414101363,30.536589335030772,17.114762627564925,11.34053842300957,True,True,True
26810,24.076510716823645,21.542842982226812,15.347376473328087,9.340316427139935,True,True,True
22208,34.36670847435025,44.085592351618864,30.326101783696842,37.87047437010329,True,True,True
22649,19.915989771225465,24.55908013359699,19.527443244599624,32.836066371800804,True,True,True
27107,29.49272727347466,22.575592999781165,17.235791500087416,11.364092550276998,True,True,True
16731,22.944984819804187,21.657135105609296,14.784872683535964,7.662689138699355,True,True,True
18793,25.479994146070496,21.023228899729183,18.23910473997652,11.000076244062233,True,True,True
20333,34.74992079477038,27.50605658238967,25.31107178886805,20.155567713719968,True,True,True
13926,30.306772986146147,25.287106515261208,19.295799517448856,10.951488146631792,True,True,True
28448,29.889827426208253,19.89466466193011,20.09882041965064,9.937649888750892,True,False,True
16778,23.27331107667762,18.519768642772455,16.9711830852406,9.781499887364001,True,True,True
25194,26.705030067384637,26.402044906371483,18.72643217445799,19.351653720725952,True,True,True
18748,29.510617178742283,30.14352915314186,18.689018440478574,11.78968612454982,True,True,True
13313,21.98588083288228,14.294079256367688,18.84181543315059,11.879006147637178,True,True,True
12076,11.891423999679642,19.598795636293506,11.54092314216144,9.010771158639043,True,True,True
12099,22.06358717287328,18.766056479445137,15.860284647632643,9.370490140031762,True,True,True
15021,74.20258996522438,61.928944174016145,31.47801857636234,24.233095773204724,True,True,True
19346,15.866507219379402,17.79227733278617,16.350833573319893,10.851524912173627,True,True,True
17072,23.303818533134155,17.703496896234718,16.98165099009591,9.95650667334126,True,True,True
13666,34.52536058526267,46.094858620317325,22.068167088379315,23.239053937217562,True,True,True
20276,19.522920107144603,15.572100257420942,16.07529945176111,8.72758449205934,True,True,True
13913,50.60035333366567,52.80305106922566,29.51589730059194,28.787106754945903,True,True,True
25243,25.331564922266903,27.152860942675662,16.503874479568605,11.822498760966152,True,True,True
13798,31.178359925040517,38.461363222951434,16.324078138865364,10.070753882175575,True,True,True
21734,29.081899480410943,30.675652193555962,18.02027825448161,11.202549319236638,True,True,True
14311,71.49303337816183,56.526245004352155,46.82786098815229,35.57543479121109,True,True,True
16269,29.361965587975018,28.249685352307093,20.410375073992185,12.678943750422256,True,True,True
23315,28.86183087176235,27.343810507488254,20.936069181325593,10.993402074452515,True,True,True
24021,22.298261542470154,22.809271247994637,13.12280577381267,9.156651877633125,True,True,True
26676,43.09588935001212,41.98969634991593,31.59217283522051,29.122843395123763,True,True,True
15406,26.72018996101553,30.71203966436045,19.160148470854004,17.356849749770454,True,True,True
22486,61.86178833200643,50.2794859924843,22.982160937799346,11.394306773127257,True,False,True
29410,18.965127505304306,12.046575992111068,17.893924114702838,11.754884949974889,True,True,True
23680,23.683449771565346,24.478928229012322,16.29548914965895,11.45669625560064,True,True,True
29660,24.538610026155148,24.37718001252988,17.13114503784894,10.578474394506019,True,True,True
24705,29.244626656271095,36.179442590850165,19.826913923347163,11.1215043494547,True,True,True
20129,21.425657911710847,21.904776211890198,15.715867266882164,10.02533779250667,True,True,True
20505,23.40998117920028,20.396828033062377,18.597458213390112,11.063799500472738,True,True,True
13925,20.909652540217863,13.685406359883109,13.773056478912977,8.454634583865136,True,True,True
12814,20.131782809424315,23.232526332940314,13.40251038788798,9.623853223011203,True,True,True
15102,59.160699504996316,57.43428476895198,49.865094190145555,36.66704419995007,True,True,True
29882,26.2855268289379,17.889093510299524,18.272277136274834,9.919385488538067,True,True,True
26223,43.35160885672971,44.94405053192382,22.173481631858582,14.597918946155291,True,True,True
18557,37.73485433182094,32.76587178198771,22.830889560646856,12.639741223071661,True,True,True
24330,23.559556397797692,24.277586923703193,14.969136947076395,10.917264356111541,True,True,True
19441,18.868971400682746,24.037011784691483,12.501402421024347,8.086016516794428,True,True,True
28166,25.18568623848763,24.86886622687176,16.25572365072453,9.354538468134317,True,True,True
29808,25.243960624725286,20.300980541864632,18.177592412094025,11.942742047031805,True,True,True
13268,47.44935077777008,52.61794740286639,26.324138784868804,25.864787230381204,True,True,True
27076,54.42327508675257,52.605504895870375,25.830325618329923,19.245725071630975,True,True,True
26873,23.968506786133865,18.994844940753616,15.191015331613047,9.565457306280317,True,True,True
23478,68.63518510797178,51.919763178255785,37.564385083265364,30.19438431464539,True,True,True
21332,49.96000070276042,39.969475384482315,26.488994801999706,19.796925795115605,True,True,True
26508,19.664789501630658,17.108671746107888,13.436737985997787,8.459298027888561,True,True,True
21838,40.59281335639661,38.47145598629046,23.30064177852101,21.35163681716563,True,True,True
23151,15.384395856835459,12.527657475053411,12.119215934875895,8.086780810015362,True,True,True
28246,22.189027734553765,24.037813628011698,15.011087228424621,9.638884167266617,True,True,True
22248,33.603810920671705,36.222865119166315,17.33042862119789,9.025985590844948,True,True,True
19759,22.417994001702922,19.92100132995366,17.894000126014348,9.491979920865386,True,True,True
21870,32.61005600371833,30.235701164019435,20.090387295466854,11.328468836386822,True,True,True
13305,21.548887885504787,20.558587750900692,16.66584463649326,27.334645588987893,True,True,True
27141,16.84054359025746,12.762754536586773,14.518776596269657,8.124348228469643,True,True,True
24761,24.515886492086878,25.81489983035273,16.84240692870419,11.184170007923182,True,True,True
23880,37.168774129491005,44.58008006295177,25.4636505236627,24.526770699193648,True,True,True
18518,40.91743585505676,40.634537280987004,28.978453654680298,34.23776799418753,True,True,True
29634,20.61842491486033,18.880285336037936,14.479680989633136,9.90061386745636,True,True,True
18239,27.028077867909193,24.27383865366541,24.02647804861989,31.0225999270635,True,True,True
25770,32.48887451493272,33.770700508213864,17.32203467066118,10.343335634228843,True,True,True
14403,34.85803331251862,27.255070152493445,34.18917857829429,40.30801164697594,True,True,True
27985,22.543044948040027,19.411870398782217,16.894923985622587,10.683933301170338,True,True,True
28935,25.899946564485504,20.661519261529143,16.002265460975757,9.930424786441204,True,True,True
21385,30.774077955725737,27.910280910950164,18.88025347816549,9.29074311697799,True,False,True
20557,26.92467772625173,30.155225596326922,18.071793670640616,10.102205027863437,True,True,True
21238,22.483813502168232,23.65273261157837,16.460510044268766,10.85970761290714,True,True,True
22088,22.84764952533544,17.839706158133556,17.182767070624504,9.74102682132927,True,True,True
15913,41.45718645576097,33.62718326193436,36.119573311125066,39.81864161124523,True,True,True
26881,21.71259876712889,20.398655218351696,15.973336622537431,10.094841205434548,True,True,True
19116,33.081733387370114,31.810502318927693,21.10918208960833,11.815925040408235,True,True,True
14461,25.433254820541805,26.213620971202584,15.91162591221561,9.798679677149988,True,True,True
19652,43.67466558603775,44.90559984278816,23.405278261132885,22.31313731540566,True,True,True
24808,26.597117954648528,29.72223560478163,16.22761712135579,10.428043637014827,True,True,True
18401,58.82663989895903,51.56855393100991,45.455325279905125,39.0286865983923,True,True,True
24890,22.863000238971285,20.257995697812074,16.54312655928357,10.966456641469168,True,True,True
15277,25.615331585903338,23.197619742769525,19.974255862015003,19.252508186668507,True,True,True
16865,12.442661625248268,11.308622577137735,10.048629854346064,5.00618189196264,True,False,True
27682,13.704471492422261,9.06844064400459,11.75845488748486,6.2835422393585905,True,True,True
22351,48.823085819031206,46.19060520454574,45.183094930976885,28.889157752071238,True,True,True
16013,27.67067111186486,23.475430544424423,16.63493029841509,10.202336013496954,True,True,True
19618,34.852407185047994,20.936692143049715,19.75563067607005,11.48987130082082,True,True,True
12691,16.94053307428392,21.78729263450114,12.565479064198486,9.99968331455532,True,True,True
29560,20.304958466820526,17.566101779937355,18.43393023033773,12.442817135205399,True,True,True
22159,69.17952803391819,59.34342572384001,25.723830498943176,18.585293497580274,True,True,True
27484,40.2974432388814,33.870256030105644,40.33846067115294,43.69867366459378,True,True,True
15212,96.63756869169481,66.48672488663442,48.23962370296456,33.229713925211534,True,True,True
29638,22.69369361488709,19.356949429804157,18.013223490258273,11.288685185262526,True,True,True
20402,29.054705543534705,23.530918713843068,18.210472393105192,10.933674186426266,True,True,True
27502,28.845695330168546,31.439085287109208,20.275353516788968,11.929826949596837,True,True,True
27152,37.78248145823972,36.134928274547306,24.237704302466085,17.339075428157013,True,True,True
25592,21.798455607372656,21.446291317576307,14.693185496155973,9.92053391116334,True,True,True
22959,19.5972418362278,20.124098115383422,14.742203056032498,9.10697629319161,True,True,True
19127,26.14233534953869,20.448312524395615,16.17143246721688,9.632770436380593,True,True,True
12340,19.905716877411255,22.46861337771835,17.413535485903495,24.907280017168098,True,True,True
13813,22.254956718525847,15.76564614930215,14.110927710885349,8.757636462782214,True,True,True
19184,26.80569475603618,28.05811540612553,17.78541982635104,9.370279730335808,True,True,True
22542,85.23384484984314,55.00120677772126,38.98307841170466,27.974668201343455,True,True,True
19675,24.975859821678135,24.0644268088017,19.905478582433215,12.933808719047226,True,True,True
17928,18.11477561413296,13.472182384152244,13.007187183442513,7.414493885243808,True,True,True
12698,23.285509573798993,32.29579428078515,19.07050728514549,22.92792490352803,True,True,True
15652,78.53478782424878,58.625588305282434,47.11902384625878,33.5443112820655,True,True,True
26555,24.019108224696996,26.048645580091957,16.272781080103258,10.450967493200693,True,True,True
21987,22.100591663854857,17.028848028015364,15.817531845456047,9.076290220186978,True,True,True
16828,39.360849391505916,32.22222264541362,31.29660525345667,37.29628430316235,True,True,True
27029,21.950707957013815,22.5957981922115,16.80039220889718,9.681102330320044,True,True,True
15395,20.98803943567975,14.404174829191454,16.223221650793743,9.078622618991735,True,True,True
15889,37.31052326664418,31.432650467823766,35.104221991981305,40.11845595096805,True,True,True
17919,31.32746161219992,35.153210224807275,24.243225340746868,25.1444620876296,True,True,True
27585,18.99889241247301,23.569497860194296,13.542890698024875,9.270524509321277,True,True,True
26471,18.423667528470425,17.449388799792423,14.364838966380722,9.328345877864583,True,True,True
17998,28.07118761739443,31.540974772883544,21.54945742748821,23.159648177056628,True,True,True
27450,26.000482561433262,24.22781893276424,17.874591481858733,11.133306115146782,True,True,True
24143,24.15869101582728,21.154308851333393,17.419042338380226,10.176285940611226,True,True,True
25626,36.0241101506122,31.9575997939576,28.12068780054657,29.128062781031527,True,True,True
21278,37.228179177325394,44.70910374962047,22.334398978941884,14.554074725613544,True,True,True
19549,15.351528608292728,9.174063804156027,15.167416271666076,10.781820422476063,True,True,True
19074,20.511169240912036,13.619617877186805,17.036795877874027,9.410021733122548,True,True,True
26452,49.26984896348705,43.371350011016816,31.18424987656118,28.38140669212143,True,True,True
21814,19.149183581413958,21.17840773714976,15.311200653734511,8.577907361904003,True,True,True
27402,22.90376056843227,23.32954367621657,14.324461440681523,9.420627893352153,True,True,True
20462,26.06743545785274,19.36503683110482,15.638664668801907,10.320698552258111,True,True,True
23173,25.481448647709225,23.060745456522245,15.117746304649563,8.735792147638543,True,True,True
18832,29.733624494055412,19.806887230154093,19.28182198364756,10.209093825433929,True,True,True
12153,31.365685858295205,43.97225562759375,19.755269164625602,12.585042734909283,True,True,True
23178,40.37759244602073,34.02232785220034,26.89408965022736,29.2425559196014,True,True,True
14206,35.089655404884,18.829249823841668,29.8800795890516,23.159167025300423,True,True,True
22201,61.181362294305146,73.55250268076755,22.77651922568768,17.93821516367798,True,True,True
21233,22.72201219027074,19.788055281045857,17.115494509462497,19.042928562868372,True,True,True
26000,17.10287919877677,16.615756266521004,13.127664157651296,8.348978093851493,True,True,True
19260,45.65183219541347,39.27310578105501,39.625013720101876,28.765413686377897,True,True,True
27828,22.922968427665865,26.463570501691553,16.117587876050948,9.593517651724985,True,True,True
17880,21.86571031974865,20.49462329346951,13.399975728760456,8.812757591179189,True,True,True
15739,24.211531226358478,21.53832493861346,16.616713466080157,10.514753850405038,True,True,True
26232,73.58412249158404,52.55276442275671,35.709624277737554,27.784372147805545,True,True,True
19456,22.731634756945436,22.615924843424647,15.981168998532937,11.195626625257773,True,True,True
26393,23.501551244077774,26.67641227710185,19.31891742043949,12.741850812969947,True,True,True
