train_id,train_name,rr_imputation_flag_conservative,rr_imputation_flag_conformal,any_flag
15277,SEVEN HILLS EXP,False,False,False
16865,GARIB RATH,False,False,False
27682,SESHADRI EXP,False,False,False
22351,PPTA - YPR E,False,False,False
16013,SEVEN HILLS EXP,False,False,False
19618,AMARAVATI EXP,False,False,False
12691,MAS-SSPN EXP,False,False,False
29560,SESHADRI EXP,False,False,False
22159,INTERCITY EXP,False,False,False
27484,VIKRAMASIMHAPURI,False,False,False
15212,ASR- DBG JAN,False,False,False
29638,NARAYANADRI EXP,False,False,False
20402,JANMABHOOMI EXP,False,False,False
27502,SEVEN HILLS EXP,False,False,False
27152,PRASHANTI EXP,True,False,True
25592,JANMABHOOMI EXP,False,False,False
22959,JAMNAGAR INT,False,False,False
19127,AMARAVATI EXP,False,False,False
12340,COALFIELD EX,False,False,False
13813,PRASHANTI EXP,False,False,False
19184,VISAKHA EXPRESS,False,True,True
22542,CIRCAR EXPRESS,False,False,False
19675,JANMABHOOMI EXP,False,False,False
17928,VANDE BHARAT,False,False,False
12698,TVC-MAS EXP,False,False,False
15652,GHY-JAT LOHI,False,False,False
26555,GODAVARI EXPRES,False,False,False
21987,GODAVARI EXPRES,False,False,False
16828,RATNACHAL EXP,False,False,False
27029,PINAKINI EXP,False,False,False
15395,INTERCITY EXP,False,False,False
15889,AMARAVATI EXP,False,False,False
17919,KRISHNA EXPRESS,False,False,False
27585,PRASHANTI EXP,False,False,False
26471,GODAVARI EXPRES,False,False,False
17998,RAYALASEEMA EXP,False,False,False
27450,FALAKNUMA EXP,False,False,False
24143,VISAKHA EXPRESS,False,False,False
25626,SIMHADRI EXP,False,False,False
21278,INTERCITY EXP,False,False,False
19549,SESHADRI EXP,False,False,False
19074,GOLCONDA EXP,False,False,False
26452,FALAKNUMA EXP,False,False,False
21814,GOLCONDA EXP,False,False,False
27402,AMARAVATI EXP,False,False,False
20462,PINAKINI EXP,False,False,False
23173,KRISHNA EXPRESS,False,False,False
18832,GNT NS EXP,False,False,False
12153,LTT-HBJ EXPR,False,False,False
23178,GNT NS EXP,False,False,False
14206,DLI-FD EXPRE,False,False,False
22201,DURONTO EXPR,True,False,True
21233,SIMHADRI EXP,False,False,False
26000,TIRUMALA EXP,False,False,False
19260,BVC KCVL EXP,False,False,False
27828,TIRUMALA EXP,False,False,False
17880,TIRUMALA EXP,False,False,False
15739,GODAVARI EXPRES,False,False,False
26232,SEVEN HILLS EXP,True,False,True
19456,AMARAVATI EXP,False,False,False
26393,KRISHNA EXPRESS,False,False,False
22269,RAYALASEEMA EXP,False,False,False
22275,PRASHANTI EXP,False,False,False
12788,MEMU SPECIAL,False,False,False
13719,NARAYANADRI EXP,False,False,False
24380,PRASHANTI EXP,False,False,False
14867,RATNACHAL EXP,False,False,False
25556,GNT NS EXP,False,False,False
14423,MEMU SPECIAL,False,False,False
17269,INTERCITY EXP,False,False,False
18889,CIRCAR EXPRESS,False,False,False
14924,SESHADRI EXP,False,False,False
26956,MEMU SPECIAL,False,False,False
15937,JANMABHOOMI EXP,False,False,False
19895,SIMHADRI EXP,False,False,False
12504,KYQ - BNC HU,False,False,False
28921,VANDE BHARAT,True,False,True
23014,JANMABHOOMI EXP,False,False,False
27711,CIRCAR EXPRESS,True,False,True
23223,TIRUMALA EXP,False,False,False
13148,UTTAR BANGA,False,False,False
14113,ALD-DDN LINK,False,False,False
29492,INTERCITY EXP,False,False,False
29684,TIRUMALA EXP,False,False,False
17741,RATNACHAL EXP,False,False,False
20244,GODAVARI EXPRES,False,False,False
23362,SESHADRI EXP,False,False,False
27810,TUNGABHADRA EXP,False,False,False
26746,RATNACHAL EXP,False,False,False
28143,GOLCONDA EXP,False,False,False
19085,SESHADRI EXP,False,False,False
28125,MEMU SPECIAL,False,False,False
13692,MEMU SPECIAL,False,False,False
23637,SEVEN HILLS EXP,False,False,False
12671,MAS-MTP NILA,False,False,False
24581,VIKRAMASIMHAPURI,False,True,True
16143,AMARAVATI EXP,False,True,True
21887,GNT NS EXP,False,True,True
16657,GOLCONDA EXP,False,True,True
23620,GODAVARI EXPRES,False,True,True
28857,GODAVARI EXPRES,False,True,True
12709,GDR-SC SIMHA,False,False,False
21111,VISAKHA EXPRESS,False,True,True
12828,PRR HWH EXPR,False,True,True
13226,RJPB-JYG INT,False,False,False
15153,RAYALASEEMA EXP,False,True,True
16798,TIRUMALA EXP,True,True,True
15904,CDG-DBRG EXP,False,True,True
27960,SESHADRI EXP,False,True,True
24555,CIRCAR EXPRESS,False,True,True
27731,AMARAVATI EXP,False,True,True
18833,FALAKNUMA EXP,False,True,True
12778,KCVL- UBL EX,False,False,False
26653,PINAKINI EXP,False,True,True
25780,RAYALASEEMA EXP,False,True,True
29278,GOLCONDA EXP,False,True,True
22224,CIRCAR EXPRESS,False,False,False
28318,GARIB RATH,False,True,True
20429,INTERCITY EXP,False,True,True
23222,SESHADRI EXP,False,True,True
29792,VIKRAMASIMHAPURI,False,True,True
20924,KRISHNA EXPRESS,False,False,False
27089,FALAKNUMA EXP,False,True,True
12628,NDLS-SBC KAR,False,False,False
22613,MAS-HLZ WEEK,False,False,False
14265,BSB DDN EXP,False,True,True
25529,GOLCONDA EXP,False,True,True
17974,VISAKHA EXPRESS,False,True,True
24045,GNT NS EXP,False,True,True
23407,VIKRAMASIMHAPURI,False,True,True
12784,SC-VSKP AC W,False,False,False
25026,GNT NS EXP,False,True,True
25769,GARIB RATH,False,True,True
15700,JANMABHOOMI EXP,False,True,True
23564,VIKRAMASIMHAPURI,True,False,True
21077,RAYALASEEMA EXP,True,False,True
21066,GNT NS EXP,False,False,False
16638,FALAKNUMA EXP,True,False,True
22394,SIMHADRI EXP,False,False,False
27197,PINAKINI EXP,False,False,False
23427,TIRUMALA EXP,False,False,False
20127,VISAKHA EXPRESS,False,False,False
21456,RATNACHAL EXP,False,False,False
19713,JP SC EXP,False,False,False
28607,PRASHANTI EXP,False,False,False
21180,TIRUMALA EXP,False,True,True
22752,TUNGABHADRA EXP,False,True,True
13209,RATNACHAL EXP,False,False,False
25601,INTERCITY EXP,False,True,True
29665,TUNGABHADRA EXP,False,True,True
20024,TIRUMALA EXP,False,True,True
26773,GODAVARI EXPRES,False,True,True
17436,GNT NS EXP,False,False,False
28304,VIKRAMASIMHAPURI,True,True,True
21289,VANDE BHARAT,False,True,True
21274,VIKRAMASIMHAPURI,False,True,True
25268,GOLCONDA EXP,False,True,True
20503,KRISHNA EXPRESS,False,False,False
27914,INTERCITY EXP,False,True,True
25985,KRISHNA EXPRESS,False,True,True
13565,TUNGABHADRA EXP,False,True,True
29842,JANMABHOOMI EXP,False,True,True
13571,GNT NS EXP,False,True,True
21358,TUNGABHADRA EXP,False,True,True
16411,GODAVARI EXPRES,False,False,False
18312,BSB-SBP BI-W,False,False,False
16622,PRASHANTI EXP,True,False,True
25467,RAYALASEEMA EXP,False,False,False
13456,FALAKNUMA EXP,False,False,False
29412,PRASHANTI EXP,False,False,False
16472,TIRUMALA EXP,False,False,False
20640,SESHADRI EXP,False,False,False
27252,SESHADRI EXP,False,False,False
12867,HWH-PDY WEEK,False,False,False
17517,MEMU SPECIAL,False,False,False
19926,SIMHADRI EXP,False,False,False
14130,SIMHADRI EXP,False,False,False
22746,RAYALASEEMA EXP,False,False,False
27583,VANDE BHARAT,False,False,False
23368,NARAYANADRI EXP,False,False,False
13587,TUNGABHADRA EXP,False,False,False
18778,NARAYANADRI EXP,False,False,False
22108,INTERCITY EXP,False,False,False
24391,VANDE BHARAT,False,False,False
17601,MEMU SPECIAL,False,False,False
25981,JANMABHOOMI EXP,False,False,False
20214,PINAKINI EXP,False,False,False
29833,SEVEN HILLS EXP,False,False,False
29622,NARAYANADRI EXP,False,False,False
22473,BKN BDTS SF,False,False,False
29373,RAYALASEEMA EXP,False,False,False
22086,PINAKINI EXP,False,False,False
22278,PINAKINI EXP,False,False,False
14744,VISAKHA EXPRESS,False,False,False
25801,AMARAVATI EXP,False,False,False
28736,JANMABHOOMI EXP,False,False,False
29334,CIRCAR EXPRESS,False,False,False
20544,PINAKINI EXP,False,False,False
25398,AMARAVATI EXP,False,False,False
20756,VANDE BHARAT,False,False,False
24816,VISAKHA EXPRESS,False,False,False
12723,TELANGANA EX,False,False,False
18415,BBN-PURI INT,False,False,False
29471,RAYALASEEMA EXP,False,False,False
19810,GOLCONDA EXP,True,False,True
19309,GNC INDORE E,False,False,False
12575,CIRCAR EXPRESS,False,False,False
24518,VANDE BHARAT,False,False,False
14238,RATNACHAL EXP,False,False,False
25898,GNT NS EXP,False,False,False
24471,TUNGABHADRA EXP,False,False,False
13835,SESHADRI EXP,False,False,False
27414,SIMHADRI EXP,False,False,False
17615,KCG-MDU EXP,True,False,True
25899,CHARMINAR EXP,True,False,True
18311,SBP-BSB BI-W,False,False,False
19771,PINAKINI EXP,False,False,False
15085,NARAYANADRI EXP,True,False,True
19641,TUNGABHADRA EXP,False,False,False
23149,VISAKHA EXPRESS,False,False,False
20326,GARIB RATH,False,False,False
17162,TUNGABHADRA EXP,False,False,False
25882,SESHADRI EXP,False,False,False
14583,GOLCONDA EXP,False,False,False
20437,INTERCITY EXP,False,False,False
13888,NARAYANADRI EXP,False,False,False
23133,CIRCAR EXPRESS,False,False,False
18584,RAYALASEEMA EXP,False,False,False
12790,VISAKHA EXPRESS,False,False,False
20143,GNT NS EXP,False,False,False
26895,CIRCAR EXPRESS,False,False,False
27065,VISAKHA EXPRESS,False,False,False
18693,SIMHADRI EXP,False,False,False
21776,INTERCITY EXP,False,False,False
23527,CHARMINAR EXP,False,False,False
13609,PINAKINI EXP,False,False,False
19897,VIKRAMASIMHAPURI,False,False,False
20598,SESHADRI EXP,False,False,False
26200,FALAKNUMA EXP,False,False,False
15893,GARIB RATH,False,False,False
22030,SIMHADRI EXP,False,False,False
18946,MEMU SPECIAL,False,False,False
24192,JANMABHOOMI EXP,False,False,False
22644,PNBE ERS EXP,False,False,False
12069,RIG - G JANS,False,False,False
26238,VISAKHA EXPRESS,False,False,False
29604,SIMHADRI EXP,False,False,False
27458,MEMU SPECIAL,False,False,False
27103,GODAVARI EXPRES,False,False,False
18416,PURI-BBN INT,False,False,False
25302,JANMABHOOMI EXP,False,False,False
25220,PRASHANTI EXP,True,False,True
16976,SIMHADRI EXP,False,False,False
27315,SEVEN HILLS EXP,False,False,False
26685,GODAVARI EXPRES,False,False,False
21424,PINAKINI EXP,False,False,False
15482,VIKRAMASIMHAPURI,False,False,False
23489,GNT NS EXP,False,False,False
28286,GNT NS EXP,False,False,False
18915,CHARMINAR EXP,True,False,True
12352,DANAPUR EXP,False,False,False
17151,VIKRAMASIMHAPURI,False,False,False
19742,PINAKINI EXP,False,False,False
19172,CIRCAR EXPRESS,False,False,False
26242,SIMHADRI EXP,False,False,False
28524,RAYALASEEMA EXP,False,False,False
15690,CIRCAR EXPRESS,False,False,False
13246,RJPB-NJP CAP,False,False,False
28221,CHARMINAR EXP,False,False,False
13374,RAYALASEEMA EXP,False,False,False
27128,MEMU SPECIAL,False,False,False
23945,CIRCAR EXPRESS,False,False,False
29377,GOLCONDA EXP,False,False,False
27680,GNT NS EXP,True,False,True
21964,SEVEN HILLS EXP,False,False,False
15121,GOLCONDA EXP,False,False,False
15468,AMARAVATI EXP,False,False,False
17377,GNT NS EXP,False,False,False
25687,GODAVARI EXPRES,True,False,True
19915,RAYALASEEMA EXP,False,False,False
18694,TIRUMALA EXP,False,False,False
28934,CHARMINAR EXP,False,False,False
15365,FALAKNUMA EXP,False,False,False
23853,NARAYANADRI EXP,False,False,False
21811,GARIB RATH,False,False,False
15517,TUNGABHADRA EXP,False,False,False
14533,GODAVARI EXPRES,True,False,True
12796,SC-BZA SUP E,False,False,False
23103,RATNACHAL EXP,True,False,True
20934,RATNACHAL EXP,False,False,False
23217,VISAKHA EXPRESS,False,False,False
16431,SESHADRI EXP,False,False,False
16092,KRISHNA EXPRESS,False,False,False
29065,TIRUMALA EXP,False,False,False
15803,KRISHNA EXPRESS,False,False,False
18486,INTERCITY EXP,True,False,True
28086,KRISHNA EXPRESS,True,False,True
23263,SEVEN HILLS EXP,False,False,False
21099,RATNACHAL EXP,False,False,False
18465,PRASHANTI EXP,False,False,False
19141,JANMABHOOMI EXP,False,False,False
22643,PATNA EXPRES,False,False,False
28995,TIRUMALA EXP,False,False,False
20395,SIMHADRI EXP,False,False,False
